-DOCSTART- -X- -X- O
of IN B-PP O
Texas NNP O O
? . O O

Because IN O O
supervised VBN B-NP O
training NN I-NP O
typically RB O O
demands VBZ B-VP O
significant JJ B-NP O
human NN I-NP O
involvement NN I-NP O
( : I-NP O
e NN I-NP O
. . I-NP O
g NN I-NP O
. . O O
, , O O
annotating VBG B-VP O
the DT B-NP O
parse NN I-NP O
trees NNS I-NP O
of IN B-PP O
sentences NNS B-NP O
by IN B-PP O
hand NN B-NP O
) : I-NP O
, , O O
building NN B-VP O
a DT B-NP O
new JJ I-NP O
corpus NN I-NP O
is VBZ B-VP O
a DT B-NP O
labor-intensive JJ I-NP O
task NN I-NP O
. . O O

The DT B-NP O
productivity NN I-NP O
is VBZ B-VP O
the DT B-NP O
ratio NN I-NP O
of IN B-PP O
the DT B-NP O
number NN I-NP O
of IN B-PP O
candidates NNS B-NP O
to TO B-PP O
the DT B-NP O
size NN I-NP O
of IN B-PP O
the DT B-NP O
collection NN I-NP O
. . O O

Class NNP B-NP B-TERM
probability NN I-NP I-TERM
assignments NNS I-NP I-TERM
are VBP B-VP O
then RB I-VP O
estimated VBN I-VP B-DEF
using VBG I-VP I-DEF
statistics NNS B-NP I-DEF
computed VBN B-VP I-DEF
on IN B-PP I-DEF
the DT B-NP I-DEF
equivalence NN I-NP I-DEF
classes NNS I-NP I-DEF
. . O O

For IN B-PP O
many JJ B-NP O
NLG NNP I-NP O
applications NNS I-NP O
, , O O
the DT B-NP O
notion NN I-NP O
of IN B-PP O
compatibility NN B-NP O
defined VBN B-VP O
above IN B-PP O
is VBZ B-VP O
a DT B-NP O
useful JJ I-NP O
hard JJ I-NP O
constraint NN I-NP O
; : O O
even RB O O
if IN O O
violations NNS B-NP O
of IN B-PP O
this DT B-NP O
constraint NN I-NP O
are VBP B-VP O
sometimes RB O O
acceptable JJ O O
, , O O
they PRP B-NP O
are VBP B-VP O
not RB O O
essential JJ O O
. . O O

selection NN B-NP O
The DT I-NP O
task NN I-NP O
of IN B-PP O
parse NN B-NP B-TERM
selection NN I-NP I-TERM
involves VBZ B-VP O
selecting VBG I-VP B-DEF
the DT B-NP I-DEF
best JJS I-NP I-DEF
possible JJ I-NP I-DEF
parse NN I-NP I-DEF
for IN B-PP I-DEF
a DT B-NP I-DEF
sentence NN I-NP I-DEF
from IN B-PP I-DEF
a DT B-NP I-DEF
set NN I-NP I-DEF
of IN B-PP I-DEF
possible JJ B-NP I-DEF
parses NNS I-NP I-DEF
produced VBN B-VP I-DEF
by IN B-PP I-DEF
an DT B-NP I-DEF
AVG NNP I-NP I-DEF
. . O O

text NN B-NP O
structure NN I-NP O
To TO B-VP O
distinguish VB I-VP O
clearly RB O O
between IN B-PP O
FthetRep NNP B-NP O
and CC I-NP O
DocRep NNP I-NP O
, , O O
we PRP B-NP O
need VBP B-VP O
to TO I-VP O
define VB I-VP O
the DT B-NP O
kinds NNS I-NP O
of IN B-PP O
information NN B-NP O
that IN I-NP O
should MD B-VP O
be VB I-VP O
included VBN I-VP O
in IN B-PP O
the DT B-NP O
two CD I-NP O
representations NNS I-NP O
. . O O

`` `` O O
, , O O
in IN B-PP O
favor NN B-NP O
of IN B-PP O
`` `` O O
his PRP$ B-NP O
sister NN I-NP O
's POS I-NP O
dog NN I-NP O
'' '' O O
, , O O
without IN B-PP O
the DT B-NP O
application NN I-NP O
having VBG B-VP O
to TO I-VP O
request NN I-VP O
a DT B-NP O
pronoun NN I-NP O
explicitly RB O O
, , O O
as IN B-PP O
in IN I-PP O
the DT B-NP O
example NN I-NP O
shown NN B-VP O
above IN O O
, , O O
we PRP B-NP O
could MD B-VP O
add VB I-VP O
a DT B-NP O
rule NN I-NP O
to TO B-VP O
force VB I-VP O
the DT B-NP O
pronominal JJ I-NP O
feature NN I-NP O
of IN B-PP O
the DT O O
inner NN O O
most JJS O O
possessor NN O O
to TO B-VP O
be VB I-VP O
YES NNP O O
, , O O
whenever RB O O
a DT O O
( NN O O
repeated VBN O O
) -NONE- O O
noun VBN O O
phrase NN O O
is VBZ B-VP O
a DT O O
possessor NN O O
of IN B-PP O
a DT O O
possessor NN O O
of IN B-PP O
the DT O O
primary JJ O O
noun NN O O
. . O O

The DT B-NP O
model NN I-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
probability NN I-NP I-DEF
distribution NN I-NP I-DEF
P NNP I-NP I-DEF
( NNP I-NP I-DEF
nk NN I-NP I-DEF
) : I-NP I-DEF
= : O I-DEF
P NNP B-NP I-DEF
( : I-NP I-DEF
nklck NN I-NP I-DEF
) : I-NP I-DEF
, , O O
where WRB O O
nk NN B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
attributes NNS B-NP I-DEF
and CC O O
Ck NNP B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
utterance NN I-NP I-DEF
class NN I-NP I-DEF
for IN B-PP I-DEF
system NN B-NP I-DEF
utte~anee NN I-NP I-DEF
k NN I-NP I-DEF
. . O O
1.2.2 CD O O
The DT O O
bigram NN O O
model NN O O
of IN B-PP O
the DT O O
attributes NNS O O
This DT O O
model NN O O
will MD B-VP O
predict VB I-VP O
which WDT O O
attributes NNS B-VP O
to TO I-VP O
use VB I-VP O
in IN B-PP O
a DT O O
system NN O O
utterance NN O O
. . O O

The DT B-NP B-DEF
heuristic JJ I-NP I-DEF
approximation NN I-NP I-DEF
of IN B-PP I-DEF
computationally RB B-NP I-DEF
expensive JJ I-NP I-DEF
pure NN I-NP I-DEF
MBL NNP I-NP I-DEF
variants NNS I-NP I-DEF
, , O O
( : B-NP O
IGTREE NNP I-NP B-TERM
) : I-NP O
, , O O
creates VBZ B-VP O
an DT B-NP O
oblivious JJ I-NP O
decision NN I-NP O
tree NN I-NP O
with IN B-PP O
features NNS B-NP O
as IN B-PP O
tests NNS B-NP O
, , O O
ordered VBN B-VP O
according VBG I-VP O
to TO B-PP O
information NN B-NP O
gain NN I-NP O
of IN B-PP O
features NNS B-NP O
. . O O

We PRP B-NP O
deem VBP B-VP O
one CD B-NP O
evaluation NN I-NP O
function NN I-NP O
more RBR O O
effective JJ O O
than IN B-PP O
another DT B-NP O
if IN B-PP O
the DT B-NP O
smallest JJS I-NP O
set NN I-NP O
of IN B-PP O
sentences NNS B-NP O
it PRP I-NP O
selected VBD B-VP O
can MD I-VP O
train VB I-VP O
a DT B-NP O
grammar NN I-NP O
that WDT B-PP O
performs VBZ B-NP O
at IN O O
least JJS O O
as IN O O
well RB O O
as IN O O
the DT B-NP O
grammar NN I-NP O
trained VBD B-VP O
under IN B-PP O
the DT O O
other JJ O O
function NN O O
and CC O O
if IN O O
the DT O O
selected VBN O O
data NNS O O
contains NNS B-VP O
considerably RB O O
fewer JJR O O
brackets NNS O O
than IN B-PP O
that DT O O
of IN B-PP O
the DT O O
other JJ O O
function NN O O
. . O O

In IN B-PP O
this DT B-NP O
representation NN I-NP O
, , O O
M2 NNP B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
proposition NN I-NP I-DEF
that IN B-PP I-DEF
the DT B-NP I-DEF
discourse NN I-NP I-DEF
entity NN I-NP I-DEF
B2 NNP I-NP I-DEF
is VBZ B-VP I-DEF
a DT B-NP I-DEF
member NN I-NP I-DEF
of IN B-PP I-DEF
class NN B-NP I-DEF
`` `` I-NP I-DEF
dog NN I-NP I-DEF
'' '' I-NP I-DEF
. . O O

The DT B-NP O
filter NN I-NP O
is VBZ B-VP O
the DT B-NP O
only JJ I-NP O
component NN I-NP O
of IN B-PP O
this DT B-NP O
system NN I-NP O
which WDT I-NP O
we PRP I-NP O
experiment VBP B-VP O
with IN O O
here RB O O
. . O O

The DT B-NP O
method NN I-NP O
was VBD B-VP O
evaluated VBN I-VP O
on IN B-PP O
the DT B-NP O
LFG NNP I-NP O
grammar NN I-NP O
for IN B-PP O
French JJ B-NP O
developed JJ B-VP O
within IN B-PP O
the DT B-NP O
PARGRAM NNP I-NP O
project NN I-NP O
( : O O
Butt NNP B-NP O
et NN I-NP O
al NN I-NP O
. . O O
, , O O
1999 CD B-NP O
) : I-NP O
, , O O
but CC O O
it PRP B-NP O
is VBZ B-VP O
applicable JJ O O
to TO B-PP O
any DT B-NP O
unification NN I-NP O
grammar NN I-NP O
with IN B-PP O
a DT B-NP O
phrase-structure JJ I-NP O
backbone NN I-NP O
where WRB O O
the DT O O
reference NN O O
treebank NN O O
contains VBZ B-VP O
all DT O O
possible JJ O O
analyses NNS O O
for IN B-PP O
each DT O O
training NN O O
example NN O O
, , O O
along IN B-PP O
with IN I-PP O
an DT O O
indication NN O O
of IN B-PP O
which WDT O O
one CD O O
is VBZ B-VP O
the DT O O
correct NN O O
one CD O O
. . O O

The DT B-NP O
main JJ I-NP O
source NN I-NP O
are VBP B-VP O
the DT B-NP O
New NNP I-NP O
Drug NNP I-NP O
Authorizations NNP I-NP O
( NNP I-NP O
Autorisation NNP I-NP O
de IN I-NP O
Mise NNP I-NP O
sur NN I-NP O
le NN I-NP O
March~ NN I-NP O
) : I-NP O
, , O O
regulatory JJ B-NP O
documents NNS I-NP O
written VBN B-VP O
by IN B-PP O
pharmaceutical JJ B-NP O
laboratories NNS I-NP O
and CC O O
approved VBD B-VP O
by IN B-PP O
legal JJ B-NP O
authorities NNS I-NP O
. . O O

This DT B-NP O
is VBZ B-VP O
in IN B-PP O
itself PRP B-NP O
a DT I-NP O
specialization NN I-NP O
of IN B-PP O
the DT B-NP O
grammar NN I-NP O
which WDT I-NP O
was VBD B-VP O
used VBN I-VP O
to TO I-VP O
parse VB I-VP O
the DT B-NP O
treebank NN I-NP O
, , O O
since IN O O
some DT B-NP O
rules NNS I-NP O
may MD B-VP O
not RB I-VP O
show VB I-VP O
up RP O O
in IN B-PP O
any DT B-NP O
correct NN I-NP O
parse NN I-NP O
in IN B-PP O
the DT B-NP O
training NN I-NP O
set VBD I-NP O
; : O O
experimental JJ O O
results NNS O O
for IN B-PP O
this DT O O
firstrder NN O O
specialization NN O O
are VBP B-VP O
reported VBN I-VP O
in IN B-PP O
( NNP O O
Cancedda NNP O O
and CC O O
Samuelsson NNP O O
, , O O
2000 CD O O
) : O O
. . O O

Lexical JJ B-NP O
acquisition NN I-NP O
from IN B-PP O
large JJ B-NP O
corpora NN I-NP O
has VBZ B-VP O
long RB I-VP O
been VBN I-VP O
considered VBN I-VP O
as IN B-PP O
a DT B-NP O
means NNS B-VP O
for IN B-PP O
enriching VBG B-NP O
vocabularies NNS I-NP O
( : B-PP O
Boguraev NNP B-NP O
and CC I-NP O
Pustejovsky NNP I-NP O
, , O O
1996 CD B-NP O
) : I-NP O
. . O O

) NN O O
The DT B-NP O
Columbia NNP I-NP O
University NNP I-NP O
system NN I-NP O
( : I-NP O
McKeown NNP I-NP O
et NN I-NP O
al NN I-NP O
. . O O
, , O O
1999 CD B-NP O
) : O O
creates NNS B-VP O
a DT B-NP O
multi-document JJ I-NP O
summary NN I-NP O
using VBG B-VP O
machine NN B-NP O
learning VBG I-NP O
and CC O O
statistical JJ B-NP O
techniques NNS I-NP O
to TO B-VP O
identify VB I-VP O
similar JJ B-NP O
sections NNS I-NP O
41 CD I-NP O
and CC O O
language NN B-NP O
generation NN I-NP O
to TO B-VP O
reformulate VB I-VP O
the DT B-NP O
summary NN I-NP O
. . O O

The DT B-NP O
product NN I-NP O
f~w=~wTVk NN I-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
projection NN I-NP I-DEF
of IN B-PP I-DEF
~T JJ B-NP I-DEF
into IN B-PP I-DEF
the DT B-NP I-DEF
k-dimensional JJ I-NP I-DEF
latent NN I-NP I-DEF
semantic JJ I-NP I-DEF
space NN I-NP I-DEF
. . O O

A DT B-NP O
nor- NN O O
mal NN B-NP O
embedding VBG I-NP O
is VBZ B-VP O
one CD B-NP O
satisfying VBG I-NP O
condition NN I-NP O
1 CD I-NP O
, , O O
3 CD B-NP O
and CC I-NP O
4 CD I-NP O
and CC O O
the DT B-NP O
embedded JJ I-NP B-TERM
part NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
relative JJ I-NP I-DEF
clause NN I-NP I-DEF
which WDT I-NP I-DEF
provides VBZ B-VP I-DEF
additional JJ B-NP I-DEF
information NN I-NP I-DEF
about IN B-PP I-DEF
the DT B-NP I-DEF
referent NN I-NP I-DEF
. . O O

Lexical JJ B-NP B-TERM
Conceptual NNP I-NP I-TERM
Structure NNP I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
compositional JJ I-NP I-DEF
structure NN I-NP I-DEF
that WDT I-NP I-DEF
captures VBZ B-VP I-DEF
a DT B-NP I-DEF
concept NN I-NP I-DEF
. . O O

If IN O O
that DT B-NP O
is VBZ B-VP O
the DT B-NP O
case NN I-NP O
, , O O
the DT B-NP O
posterior NN I-NP O
probability NN I-NP O
of IN B-PP O
the DT B-NP O
values NNS I-NP O
used VBN B-VP O
are VBP I-VP O
reinforced VBN I-VP O
in IN B-PP O
each DT B-NP O
of IN B-PP O
the DT B-NP O
parameters NNS I-NP O
, , O O
and CC O O
if IN O O
they PRP B-NP O
achieve VBP B-VP O
a DT B-NP O
certain JJ I-NP O
threshold NN I-NP O
, , O O
they PRP B-NP O
are VBP B-VP O
retained VBN I-VP O
as IN B-PP O
the DT O O
current JJ O O
values NNS O O
, , O O
otherwise VBP O O
the DT O O
previous JJ O O
values NNS O O
are VBP B-VP O
kept VBN I-VP O
. . O O

The DT B-NP O
TREC-8 NN I-NP O
QA NNP I-NP O
test NN I-NP O
scores NNS I-NP O
of IN B-PP O
( NNP B-NP O
Radev NNP I-NP O
et NN I-NP O
al NN I-NP O
. . O O
, , O O
2000 CD B-NP O
) : I-NP O
were VBD B-VP O
also RB O O
considerably RB O O
lower JJR O O
than IN O O
best JJS B-VP O
QA NNP B-NP O
test NN I-NP O
scores NNS I-NP O
. . O O

KeyWords NNS B-NP O
compares VBZ B-VP O
a DT B-NP O
word NN I-NP O
list NN I-NP O
extracted VBD B-VP O
from IN B-PP O
what WP B-NP O
has VBZ B-VP O
been VBN I-VP O
called VBN I-VP O
' '' O O
the DT B-NP B-TERM
study NN I-NP I-TERM
corpus VBZ I-NP I-TERM
' '' O O
( : O O
the DT B-NP B-DEF
corpus NN I-NP I-DEF
which WDT B-VP I-DEF
the DT B-NP I-DEF
researcher NN I-NP I-DEF
is VBZ B-VP I-DEF
interested VBN O I-DEF
in IN B-PP I-DEF
describing NN B-VP I-DEF
) : B-NP O
with IN B-PP O
a DT B-NP O
word NN I-NP O
list NN I-NP O
made VBD B-VP O
from IN B-PP O
a DT B-NP O
reference NN I-NP O
corpus NN I-NP O
. . O O

The DT B-NP O
i PRP I-NP O
: : O O
j-th JJ B-NP O
element NN I-NP O
denotes NNS B-VP O
the DT B-NP O
number NN I-NP O
of IN B-PP O
documents NNS B-NP O
in IN B-PP O
which WDT B-NP O
both DT I-NP O
words NNS I-NP O
w VBP B-VP O
, , O O
: : O O
and CC O O
wj NN B-VP O
appear NN I-VP O
, , O O
F NNP B-NP O
( NNP I-NP O
wi NN I-NP O
, , O O
wj NN B-NP O
) : I-NP O
( : I-NP O
Figure NNP I-NP O
2 CD I-NP O
) CD I-NP O
. . O O

Character NNP B-NP O
encoding NN B-VP O
schemes VBZ B-NP O
of IN B-PP O
CJK NNP B-NP O
languages NNS I-NP O
have VBP B-VP O
several JJ B-NP O
variations NNS I-NP O
( : I-NP O
e.g. NNP I-NP O
, , I-NP O
Chinese JJ I-NP O
: : O O
GB NNP B-NP O
and CC I-NP O
BIG-5 NNP I-NP O
, , I-NP O
etc NN I-NP O
. . O O

None NN B-NP O
of IN B-PP O
the DT B-NP O
above JJ I-NP O
( NN I-NP O
U5 NNP B-PP O
) NNP B-NP O
U NNP I-NP O
: : O O
list NN B-NP O
( : I-NP O
U6 NNP B-VP O
) : B-NP O
S NNP I-NP O
: : O O
By IN B-NP O
`` `` O O
from IN B-PP O
bob NN B-NP O
`` `` O O
do VBP B-VP O
you PRP B-NP O
mean VB B-VP O
: : O O
1 LS B-NP O
. . O O
source NN B-VP O
folder NN O O
2 CD O O
. . O O
sender NN O O
( : O O
UT NNP O O
) : O O
U NNP O O
: : O O
sender NN O O
( : O O
US NNP O O
) : B-VP O
S NNP O O
`` `` O O
2christmas CD O O
`` `` O O
is VBZ B-VP O
a DT O O
way NN O O
to TO B-VP O
express NN I-VP O
: : O O
-1 -NONE- O O
. . O O
yesterday NN B-VP O
( : O O
date NN O O
relative JJ O O
yesterday NN O O
) : O O
2 CD O O
. . O O
tomorrow NN B-VP O
( : O O
date NN O O
relative JJ O O
tomorrow NN O O
) : O O
3 CD O O
. . O O
today NN O O
( : O O
date NN O O
relative JJ O O
today NN O O
) : B-PP O
0 -NONE- O O
. . O O

The DT B-NP O
first JJ I-NP O
is VBZ B-VP O
a DT B-NP O
sire• JJ I-NP O
ple NN I-NP O
heuristic JJ I-NP O
that IN B-PP O
approximates NNS B-NP O
the DT I-NP O
grammar NN I-NP O
' POS I-NP O
s NNS I-NP O
uncertainty NN I-NP O
in IN B-PP O
terms NNS B-NP O
of IN B-PP O
sentence NN B-NP O
lengths NNS I-NP O
. . O O

The DT B-NP O
categories NNS I-NP O
and CC I-NP O
rules NNS I-NP O
in IN B-PP O
the DT B-NP O
grammar NN I-NP O
are VBP B-VP O
defined VBN I-VP O
as IN B-PP O
types NNS B-NP O
in IN B-PP O
the DT B-NP O
hierarchy NN I-NP O
, , O O
represented VBD B-VP O
in IN B-PP O
terms NNS B-NP O
of IN B-PP O
TDFSS NNP B-NP O
and CC O O
the DT B-NP O
feature NN I-NP O
structures NNS I-NP O
associated VBN B-VP O
with IN B-PP O
any DT B-NP O
given VBN I-NP O
category NN I-NP O
or CC I-NP O
rule NN I-NP O
are VBP B-VP O
defined VBN I-VP O
by IN B-PP O
the DT B-NP O
inheritance NN I-NP O
chain NN I-NP O
. . O O

An DT B-NP O
intimate NN I-NP O
relationship NN I-NP O
between IN B-PP O
the DT B-NP O
two CD I-NP O
issues NNS I-NP O
is VBZ B-VP O
becoming VBG I-VP O
apparent NN O O
for IN B-PP O
example NN B-NP O
, , O O
in IN B-PP O
the DT B-NP O
consideration NN I-NP O
of IN B-PP O
translation NN B-NP O
equivalence NN I-NP O
in IN B-PP O
parallel NN B-NP O
corpora NN I-NP O
, , O O
the DT B-NP O
construction NN I-NP O
of IN B-PP O
mullilingual JJ B-NP O
ontologies NNS I-NP O
, , O O
and CC O O
the DT B-NP O
examination NN I-NP O
of IN B-PP O
senses NNS O O
in IN B-PP O
relation NN O O
to TO B-PP O
specific JJ O O
natural JJ O O
language NN O O
applications NNS O O
such JJ O O
as IN O O
machine NN O O
translation NN O O
, , O O
information NN O O
retrieval NN O O
, , O O
summarization NN O O
, , O O
etc NN O O
. . O O

Our PRP$ B-NP O
key JJ I-NP O
interest NN I-NP O
in IN B-PP O
this DT B-NP O
work NN I-NP O
was VBD B-VP O
to TO I-VP O
provide VB I-VP O
a DT B-NP O
system NN I-NP O
which WDT I-NP O
allowed VBN B-VP O
users NNS B-NP O
to TO B-VP O
get VB I-VP O
answers NNS B-NP O
: : O O
not RB O O
just RB B-NP O
documents VBZ I-NP O
or CC I-NP O
sub-documents NNS I-NP O
. . O O

DESAM NN B-PP B-TERM
( `` B-NP O
Pala NNP I-NP O
et NN I-NP O
al. NNP O O
, , O O
1997 CD B-NP O
) : I-NP O
, , O O
the DT B-NP B-DEF
annotated VBN I-NP I-DEF
and CC I-NP I-DEF
fully RB I-NP I-DEF
disambiguated VBN I-NP I-DEF
corpus NN I-NP I-DEF
of IN B-PP I-DEF
Czech NNP B-NP I-DEF
newspaper NN I-NP I-DEF
texts NNS I-NP I-DEF
, , O O
has VBZ B-VP O
been VBN I-VP O
used VBN I-VP O
as IN B-PP O
the DT B-NP O
source NN I-NP O
of IN B-PP O
learning NN B-VP O
data NNS B-NP O
. . O O

Thus RB O O
, , O O
we PRP B-NP O
can MD B-VP O
read VB I-VP O
the DT B-NP O
whole JJ I-NP O
proposition NN I-NP O
as IN B-PP O
`` `` O O
Pluto NNP B-NP O
is VBZ B-VP O
a DT B-NP O
member NN I-NP O
of IN B-PP O
class NN B-NP O
dog NN I-NP O
. . O O

The DT B-NP O
metric JJ I-NP B-TERM
M NNP I-NP I-TERM
( NNP I-NP I-TERM
H NNP I-NP I-TERM
) NNP I-NP I-TERM
used VBD B-VP O
as IN B-PP O
the DT B-NP O
search NN I-NP O
heuristic JJ I-NP O
is VBZ B-VP O
defined VBN I-VP O
as RB B-PP O
: : O O
M NNP B-NP B-DEF
( : I-NP I-DEF
H NNP I-NP I-DEF
) : I-NP I-DEF
= : O I-DEF
accuracy NN B-NP I-DEF
( : I-NP I-DEF
H NNP I-NP I-DEF
) : I-NP I-DEF
+ : I-NP I-DEF
C NNP I-NP I-DEF
log NN I-NP I-DEF
2 CD I-NP I-DEF
size NN I-NP I-DEF
( : B-PP I-DEF
H NNP B-NP I-DEF
) : I-NP I-DEF
( : O I-DEF
4 CD B-NP I-DEF
) CD O I-DEF
where WRB O I-DEF
C NNP B-NP I-DEF
is VBZ B-VP I-DEF
a DT B-NP I-DEF
constant JJ I-NP I-DEF
used VBN B-VP I-DEF
to TO I-VP I-DEF
control NN I-VP I-DEF
the DT O I-DEF
relative JJ O I-DEF
weight NN O I-DEF
of IN B-PP I-DEF
accuracy NN O I-DEF
vs. NNP O I-DEF
complexity NN O I-DEF
. . O O

The DT B-NP O
answer NN I-NP O
U7 NNP I-NP O
is VBZ B-VP O
a DT B-NP O
valid JJ I-NP O
response NN I-NP O
to TO B-PP O
$ $ B-NP O
6 CD I-NP O
and CC O O
produces NNS B-VP O
a DT B-NP O
new JJ I-NP O
OPM NNP I-NP O
, , O O
see VB B-VP O
figure NN B-NP O
14 CD I-NP O
. . O O

The DT B-NP O
motivation NN I-NP O
for IN B-PP O
this DT B-NP O
is VBZ B-VP O
obvious JJ O O
: : O O
when WRB O O
a DT B-NP O
summarization NN I-NP O
filter NN I-NP O
( : O O
which WDT B-NP O
is VBZ B-VP O
a DT B-NP O
program NN I-NP O
under IN B-PP O
our PRP$ B-NP O
control NN I-NP O
) : O O
is VBZ B-VP O
generating VBG I-VP O
a DT B-NP O
media NNS I-NP O
object VBP I-NP O
, , O O
we PRP B-NP O
can MD B-VP O
often RB I-VP O
provide VB I-VP O
sufficient JJ B-NP O
recta-information NN I-NP O
about IN B-PP O
that DT O O
object NN O O
to TO B-VP O
generate VB I-VP O
a DT O O
short JJ O O
caption NN O O
and CC O O
some DT O O
running VBG O O
text NN O O
. . O O

Accuracy NN B-NP O
Measurements NNS I-NP O
of IN B-PP O
Parsing NNP B-NP O
with IN B-PP O
Different NNP B-NP O
Measures NNP I-NP O
of IN B-PP O
Association NNP B-NP O
are VBP B-VP O
especially RB O O
interested JJ O O
in IN B-PP O
experimenting NN B-VP O
with IN B-PP O
a DT B-NP O
Maximum NNP I-NP O
Entropy NNP I-NP O
model NN I-NP O
. . O O

KIS NNP B-NP O
KCS NNP I-NP O
% NN I-NP O
context NN I-NP O
retrieval NN I-NP O
increasing VBG B-VP O
with IN B-PP O
respect NN B-NP O
to TO B-PP O
KAS NNP B-NP O
f. NNP O O
( NNP B-NP O
l NN I-NP O
, , O O
os NNS B-NP O
. . O O

The DT B-NP O
second JJ I-NP O
part NN I-NP O
of IN B-PP O
the DT B-NP O
reasoning NN I-NP O
model NN I-NP O
consists NNS B-VP O
of IN B-PP O
reasoning VBG B-NP O
schemas NNS I-NP O
, , O O
that IN B-NP O
supposedly RB O O
regulate JJ B-VP O
human NN B-NP O
action-oriented JJ I-NP O
reasoning NN I-NP O
. . O O

Rather RB O O
, , O O
I PRP B-NP O
intend VBP B-VP O
to TO I-VP O
put VB I-VP O
forth JJ O O
the DT B-NP O
conjecture NN I-NP O
that IN B-PP O
syntax NN B-NP O
acquisition NN I-NP O
is VBZ B-VP O
extremely RB O O
sensirive JJ O O
to TO B-PP O
the DT B-NP O
distribution NN I-NP O
of IN B-PP O
ambiguity NN B-NP O
, , O O
and CC O O
, , O O
given VBN B-PP O
this DT B-NP O
extreme NN I-NP O
sensitivity NN I-NP O
, , O O
suggest VBP B-VP O
that IN O O
simulation NN B-NP O
studies NNS I-NP O
need VBP B-VP O
to TO I-VP O
be VB I-VP O
conducted VBN I-VP O
in IN B-PP O
conjunction NN B-NP O
with IN B-PP O
a DT B-NP O
broader JJR I-NP O
analysis NN I-NP O
which WDT O O
abstracts NNS B-VP O
away RB O O
from IN B-PP O
whatever RB O O
linguistic JJ O O
particulars NNS O O
are VBP B-VP O
necessary JJ O O
to TO B-VP O
bring VB I-VP O
about IN B-PP O
the DT O O
sentences NNS O O
required VBN B-VP O
to TO I-VP O
build VB I-VP O
the DT O O
input NN O O
sample NN O O
that WDT O O
feeds VBZ O O
the DT O O
simulated VBN O O
learner NN O O
. . O O

Weighted NNP B-NP B-TERM
accuracy NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
measure NN I-NP I-DEF
that WDT B-PP I-DEF
weights VBZ B-NP I-DEF
higher JJR O I-DEF
the DT B-NP I-DEF
hits NNS I-NP I-DEF
and CC O I-DEF
misses NNS B-VP I-DEF
100 CD B-NP I-DEF
for IN B-PP I-DEF
the DT B-NP I-DEF
preferred VBN I-NP I-DEF
class NN I-NP I-DEF
. . O O

However RB O O
, , O O
as IN B-PP O
higher JJR B-NP O
values NNS I-NP O
of IN B-PP O
k NN B-NP O
lead NN I-NP O
to TO B-PP O
an DT B-NP O
enormous JJ I-NP O
number NN I-NP O
of IN B-PP O
possible JJ B-NP O
rules NNS I-NP O
, , O O
huge JJ B-NP O
data NNS I-NP O
sets NNS I-NP O
would MD B-VP O
be VB I-VP O
necessary JJ O O
in IN O O
order NN O O
to TO B-VP O
have VB I-VP O
a DT B-NP O
reliable JJ I-NP O
estimate NN I-NP O
of IN B-PP O
the DT B-NP O
probabilities NNS I-NP O
for IN B-PP O
values NNS B-NP O
above IN B-PP O
k NN B-NP O
= : I-NP O
3 CD I-NP O
. . O O

There EX B-NP O
are VBP B-VP O
two CD B-NP O
types NNS I-NP O
of IN B-PP O
situations NNS B-NP O
in IN B-PP O
which WDT B-NP O
multidocument NN I-NP O
summarization NN I-NP O
would MD B-VP O
be VB I-VP O
useful JJ O O
: : O O
( : O O
1 CD B-NP O
) CD O O
the DT B-NP O
user NN I-NP O
is VBZ B-VP O
faced VBN I-VP O
with IN B-PP O
a DT B-NP O
collection NN I-NP O
of IN B-PP O
dis-similar JJ B-NP O
documents NNS I-NP O
and CC I-NP O
wishes NNS I-NP O
to TO B-VP O
assess NN I-VP O
the DT O O
information NN O O
landscape NN O O
contained VBD B-VP O
in IN B-PP O
the DT O O
collection NN O O
, , O O
or CC O O
( : O O
2 CD O O
) CD O O
there EX O O
is VBZ B-VP O
a DT O O
collection NN O O
of IN B-PP O
topicallyrelated VBN O O
documents NNS O O
, , O O
extracted VBD B-VP O
from IN B-PP O
a DT O O
larger JJR O O
more RBR O O
diverse JJ O O
collection NN O O
as IN B-PP O
the DT O O
result NN O O
of IN B-PP O
a DT O O
query NN O O
, , O O
or CC O O
a DT O O
topically-cohesive JJ O O
cluster NN O O
. . O O

Mercury NNP B-NP O
provides VBZ B-VP O
telephone NN B-NP O
access NN I-NP O
to TO B-PP O
an DT B-NP O
on-line JJ I-NP O
flight NN I-NP O
database NN I-NP O
, , O O
and CC O O
allows VBZ B-VP O
users NNS B-NP O
to TO B-VP O
plan NN I-VP O
and CC I-VP O
price NN I-VP O
itineraries NNS B-NP O
between IN B-PP O
major JJ B-NP O
airports NNS I-NP O
