-DOCSTART- -X- -X- O
elements NNS I-NP I-TERM
are VBP B-VP O
by IN B-PP O
definition NN B-NP O
domain NN I-NP O
and CC I-NP O
application NN I-NP O
dependent NN I-NP O
( : O O
they PRP B-NP O
are VBP B-VP O
the DT B-NP B-DEF
primitive JJ I-NP I-DEF
concepts NNS I-NP I-DEF
used VBN B-VP I-DEF
in IN B-PP I-DEF
an DT B-NP I-DEF
application NN I-NP I-DEF
knowledge NN I-NP I-DEF
base NN I-NP I-DEF
) : I-NP O
. . O O

Regarding VBG B-VP O
the DT B-NP O
number NN I-NP O
of IN B-PP O
terms NNS B-NP O
contained VBN B-VP O
in IN B-PP O
one CD B-NP O
sentence NN I-NP O
as IN B-PP O
a DT B-NP O
constant NN I-NP O
, , O O
topic JJ B-NP O
sentences NNS I-NP O
are VBP B-VP O
ext JJ O O
: : O O
racted VBN B-VP O
in IN B-PP O
O NNP B-NP O
( NNP I-NP O
skh NN I-NP O
) : I-NP O
time NN I-NP O
where WRB O O
s NNS B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
total JJ I-NP I-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
sentences NNS B-NP I-DEF
in IN B-PP I-DEF
the DT O I-DEF
document NN O I-DEF
set VBD B-VP I-DEF
. . O O

The DT B-NP O
: : O O
-organization NN B-NP O
of IN B-PP O
' '' B-NP O
these DT I-NP O
entries NNS I-NP O
assures NNS I-NP O
' POS O O
that IN B-PP O
-rasing JJ B-VP O
the DT B-NP O
same JJ I-NP O
mechanism NN I-NP O
as IN B-PP O
with IN I-PP O
speech NN B-NP O
-REA NN I-NP O
' '' I-NP O
S NNP I-NP O
gestures NNS I-NP O
draw VBP B-VP O
on IN B-PP O
the DT B-NP O
single JJ I-NP O
available JJ I-NP O
conceptual JJ I-NP O
representa174 NNP I-NP O
tion NN I-NP O
and CC O O
that IN O O
both DT B-NP O
REA NNP I-NP O
' POS I-NP O
S NNP I-NP O
gesture NN I-NP O
and CC O O
the DT O O
relationship NN O O
between IN B-PP O
gesture NN O O
and CC O O
speech-vary JJ O O
as IN B-PP O
a DT O O
function NN O O
of IN B-PP O
pragmatic JJ O O
context NN O O
in IN B-PP O
the DT O O
same JJ O O
way NN O O
as IN O O
natural JJ O O
gestures NNS O O
and CC O O
speech NN O O
do VB B-VP O
. . O O

As IN B-NP O
can MD B-VP O
be VB I-VP O
seen VBN I-VP O
from IN B-PP O
Figure NNP B-NP O
5 CD I-NP O
, , O O
there EX B-NP O
is VBZ B-VP O
a DT B-NP O
check NN I-NP O
box NN I-NP O
along IN B-PP O
with IN I-PP O
each DT B-NP O
retrieved VBN I-NP O
record NN I-NP O
. . O O

In IN B-PP O
our PRP$ B-NP O
case NN I-NP O
, , O O
we PRP B-NP O
are VBP B-VP O
dealing VBG I-VP O
with IN B-PP O
technical JJ B-NP O
articles NNS I-NP O
which WDT I-NP O
are VBP B-VP O
the DT B-NP O
result NN I-NP O
of IN B-PP O
the DT B-NP O
complex JJ I-NP O
process NN I-NP O
of IN B-PP O
scientific JJ B-NP O
inquiry NN I-NP O
that WDT I-NP O
starts VBZ B-VP O
with IN B-PP O
the DT B-NP O
. . O O

3.1 CD B-NP O
Content NNP I-NP O
Selection NNP I-NP O
Module NNP I-NP O
The NNP I-NP O
Content NNP I-NP B-TERM
Selection NNP I-NP I-TERM
Module NNP I-NP I-TERM
consists VBZ B-VP O
of IN B-PP O
four CD B-NP O
components NNS I-NP O
: : O O
Level-Adjusting JJ B-NP B-DEF
Agent NNP I-NP I-DEF
, , O I-DEF
UtilityUpdating NNP B-NP I-DEF
Agent NNP I-NP I-DEF
, , O I-DEF
Action NNP B-NP I-DEF
Planner NNP I-NP I-DEF
and CC O I-DEF
Content NNP B-NP I-DEF
Selector NNP I-NP I-DEF
. . O O

SVMs NNS B-NP B-TERM
can MD B-VP O
be VB I-VP O
regarded VBN I-VP O
as IN B-PP O
an DT B-NP B-DEF
optimization NN I-NP I-DEF
problem NN I-NP I-DEF
; : O I-DEF
finding VBG B-VP I-DEF
w NN B-NP I-DEF
and CC I-NP I-DEF
b NN O I-DEF
which WDT B-NP I-DEF
minimize NN B-VP I-DEF
[ : I-VP I-DEF
[ : B-PP I-DEF
w NN B-NP I-DEF
[ : I-NP I-DEF
[ : I-NP I-DEF
under IN B-PP I-DEF
the DT B-NP I-DEF
constraints NNS I-NP I-DEF
: : O I-DEF
yi NN B-NP I-DEF
[ : I-NP I-DEF
( : O I-DEF
w NN O I-DEF
• : B-NP I-DEF
xi NN I-NP I-DEF
) : I-NP I-DEF
+ : I-NP I-DEF
b NN I-NP I-DEF
] : O I-DEF
> : B-NP I-DEF
1 CD I-NP I-DEF
. . O O

( NN B-NP O
8 CD I-NP O
) CD I-NP O
AMR NNP I-NP O
= NNP O O
< NNP B-NP O
concept VBD I-NP O
> NNP B-PP O
I NNP B-NP O
( NNP B-VP O
< NNP B-PP O
label NN B-NP O
> : B-VP O
{ : B-PP O
< : B-NP O
role NN I-NP O
> : I-NP O
< : I-NP O
AMR NNP I-NP O
> : I-NP O
} : I-NP O
+ : I-NP O
) : I-NP O
Since IN B-PP O
the DT B-NP O
roles NNS I-NP O
expected VBN B-VP O
by IN B-PP O
Nitrogen NNP B-NP O
's POS I-NP O
English NNP I-NP O
generation NN I-NP O
grammar NN I-NP O
do VBP B-VP O
not RB I-VP O
match VB I-VP O
well RB O O
with IN B-PP O
the DT B-NP O
thematic JJ I-NP O
roles NNS I-NP O
and CC I-NP O
features NNS I-NP O
of IN B-PP O
a DT O O
CLCS NNP O O
, , O O
we PRP O O
have VBP B-VP O
extended VBN I-VP B-DEF
the DT O I-DEF
AMR NNP O I-DEF
language NN O I-DEF
with IN B-PP I-DEF
LCS-specific JJ O I-DEF
relations NNS O I-DEF
, , O O
calling VBG B-VP O
the DT O O
result NN O O
, , O O
an DT O O
LCS-AMR JJ O B-TERM
. . O O

Each DT B-NP O
leaf NN I-NP O
node NN I-NP O
has VBZ B-VP O
an DT B-NP O
associated VBN I-NP B-TERM
goal NN I-NP I-TERM
, , O O
which WDT B-NP O
, , O O
when WRB B-VP O
realized VBN I-VP O
, , O O
provides VBZ B-VP B-DEF
content NN B-NP I-DEF
for IN B-PP I-DEF
that DT B-NP I-DEF
node NN I-NP I-DEF
. . O O

Restricting VBG B-VP O
to TO B-PP O
LB NNP B-NP O
results NNS I-NP O
, , O O
it PRP B-NP O
can MD B-VP O
be VB I-VP O
observed VBN I-VP O
that IN B-PP O
the DT B-NP O
accuracy NN I-NP O
obtained VBD B-VP O
in IN B-PP O
A-B NNP B-NP O
is VBZ B-VP O
47.1 CD B-NP O
% NN I-NP O
, , O O
while IN O O
the DT B-NP O
accuracy NN I-NP O
in IN B-PP O
B-B NNP B-NP O
( NNP O O
which WDT B-NP O
can MD B-VP O
be VB I-VP O
considered VBN I-VP O
an DT B-NP O
upper JJ I-NP O
bound NN I-NP O
for IN B-PP O
LB NNP O O
in IN B-PP O
B NNP O O
corpus NN O O
) : O O
is VBZ B-VP O
59.0 CD O O
% NN O O
, , O O
that IN O O
is VBZ B-VP O
, , O O
that IN O O
there EX O O
is VBZ B-VP O
a DT O O
difference NN O O
of IN B-PP O
12 CD O O
points NNS O O
. . O O

Combined VBN B-VP O
together RB O O
, , O O
a DT B-NP O
finite-state JJ I-NP O
language NN I-NP O
model NN I-NP O
and CC O O
ternary JJ B-NP O
expression NN I-NP O
representation NN I-NP O
provide VB B-VP O
a DT B-NP O
convenient JJ I-NP O
and CC I-NP O
powerful JJ I-NP O
framework NN I-NP O
for IN B-PP O
integrating NN B-NP O
natural JJ I-NP O
language NN I-NP O
processing NN I-NP O
with IN B-PP O
information NN B-NP O
retrieval NN I-NP O
. . O O

A DT B-NP O
venture NN I-NP O
capitalist NN I-NP O
who WP I-NP O
wants VBZ B-VP O
to TO I-VP O
invest VB I-VP O
in IN B-PP O
an DT B-NP O
MT NNP I-NP O
start-up NNP I-NP O
needs VBZ B-VP O
to TO I-VP O
know VB I-VP O
a DT B-NP O
different JJ I-NP O
set NN I-NP O
of IN B-PP O
attributes NNS B-NP O
about IN B-PP O
the DT B-NP O
system NN I-NP O
than IN I-NP O
does VBZ B-VP O
a DT B-NP O
developer NN I-NP O
who WP I-NP O
needs VBZ B-VP O
to TO I-VP O
see VB I-VP O
if IN O O
the DT O O
most RBS O O
recent JJ O O
software NN O O
changes NNS O O
improved VBN B-VP O
( -NONE- O O
or CC O O
degraded VBN B-VP O
) -NONE- B-PP O
the DT O O
system NN O O
. . O O

U2 NNP B-NP O
: : O O
screen NN B-NP O
saver NN I-NP O
. . O O

`` `` O O
it PRP B-NP O
is VBZ B-VP O
not RB O O
sufficient JJ O O
that IN O O
the DT B-NP O
string NN I-NP O
`` `` O O
Robert NNP B-NP O
Sheckley NNP I-NP O
`` `` O O
or CC O O
`` `` O O
Sheckley NNP B-NP O
`` `` O O
is VBZ B-VP O
in IN B-PP O
the DT B-NP O
text NN I-NP O
, , O O
but CC O O
the DT B-NP O
document NN I-NP O
has VBZ B-VP O
to TO I-VP O
say VB I-VP O
that IN O O
Robert NNP B-NP O
Sheckley NNP I-NP O
is VBZ B-VP O
the DT B-NP O
author NN I-NP O
of IN B-PP O
Options NNS B-NP O
. . O O

TM3 NNP B-NP O
simply RB O O
hosts VBZ B-VP O
the DT B-NP O
whole JJ I-NP O
collection NN I-NP O
of IN B-PP O
aligned VBN B-NP O
bilingual JJ I-NP O
Types NNS I-NP O
of IN B-PP O
documents NNS B-NP O
in IN B-PP O
the DT B-NP O
corpus NN I-NP O
beyond NN B-PP O
our PRP$ B-NP O
interest NN I-NP O
( : O O
Trados NNP B-NP O
Translator NNP I-NP O
' POS I-NP O
s NNS I-NP O
Work NNP I-NP O
. . I-NP O
. . B-VP O
. . I-VP O
. . I-VP O
. . I-VP O
. . O O

( NN B-NP O
Sugar NN I-NP O
maple NN I-NP O
trees NNS I-NP O
) : O O

Some DT B-NP O
synsets NNS I-NP O
are VBP B-VP O
selected VBN I-VP O
and CC I-VP O
regarded VBN I-VP O
as IN B-PP O
the DT B-NP O
mapping NN I-NP O
of IN B-PP O
the DT B-NP O
Cilin NNP I-NP O
sense NN I-NP O
tag NN I-NP O
. . O O

This DT B-NP O
paper NN I-NP O
presents NNS B-VP O
the DT B-NP O
integration NN I-NP O
of IN B-PP O
a DT B-NP O
largescale NN I-NP O
, , I-NP O
reusable JJ I-NP O
lexicon NN I-NP O
for IN B-PP O
generation NN B-NP O
with IN B-PP O
the DT B-NP O
FUF/SURGE JJ I-NP O
unification-based JJ I-NP O
syntactic JJ I-NP O
realizer NN I-NP O
. . O O

It PRP B-NP O
can MD B-VP O
be VB I-VP O
shown VBN I-VP O
( -NONE- O O
Della NNP B-NP O
Pietra NNP I-NP O
et NN I-NP O
al NN I-NP O
. . O O
, , O O
1995 CD B-NP O
) : B-VP O
that IN O O
these DT B-NP O
are VBP B-VP O
the DT B-NP O
also RB I-NP O
the DT I-NP O
values NNS I-NP O
which WDT B-VP O
minimize NN I-VP O
the DT B-NP O
Kullback-Liebler JJ I-NP O
divergence NN I-NP O
D NNP I-NP O
( NNP I-NP O
p NN I-NP O
[ : I-NP O
[ : I-NP O
q NN I-NP O
) : O O
between IN B-PP O
the DT B-NP O
model NN I-NP O
and CC O O
the DT B-NP O
reference NN I-NP O
distribution NN I-NP O
under IN B-PP O
the DT B-NP O
constraint NN I-NP O
that IN B-PP O
the DT O O
expectations NNS O O
of IN B-PP O
the DT O O
features NNS O O
( : O O
ie NN O O
, , O O
the DT O O
components NNS O O
of IN B-PP O
f NN O O
) : O O
with IN B-PP O
respect NN O O
to TO B-PP O
the DT O O
model NN O O
must MD B-VP O
equal JJ I-VP O
their PRP$ O O
expectations NNS O O
with IN B-PP O
respect NN O O
to TO B-PP O
the DT O O
empirical JJ O O
distribution NN O O
derived VBD B-VP O
from IN O O
the DT O O
training NN O O
corpus VBZ O O
. . O O

The DT B-NP O
network NN I-NP O
contains VBZ B-VP O
an DT B-NP O
input NN I-NP O
layer NN I-NP O
with IN B-PP O
two CD B-NP O
groups NNS I-NP O
of IN B-PP O
features NNS B-NP O
. . O O

An DT B-NP O
information NN I-NP B-TERM
structure NN I-NP I-TERM
consists NNS B-VP B-DEF
of IN B-PP I-DEF
two CD B-NP I-DEF
components NNS I-NP I-DEF
: : O I-DEF
HowNet NN B-NP I-DEF
definitions NNS I-NP I-DEF
and CC I-NP I-DEF
dependency NN I-NP I-DEF
relations NNS I-NP I-DEF
. . O O

The DT B-NP O
task NN I-NP O
of IN B-PP O
summarization NN B-NP B-TERM
is VBZ B-VP O
to TO I-VP B-DEF
identify VB I-VP I-DEF
informative JJ B-NP I-DEF
evidence NN I-NP I-DEF
from IN B-PP I-DEF
a DT B-NP I-DEF
given VBN I-NP I-DEF
document NN I-NP I-DEF
, , O I-DEF
which WDT B-NP I-DEF
are VBP B-VP I-DEF
most JJS B-NP I-DEF
relevant JJ I-NP I-DEF
to TO B-PP I-DEF
its PRP$ B-NP I-DEF
content NN I-NP I-DEF
and CC O I-DEF
create VB B-VP I-DEF
a DT B-NP I-DEF
shorter NN I-NP I-DEF
version NN I-NP I-DEF
of IN B-PP I-DEF
smnmary JJ B-NP I-DEF
of IN B-PP I-DEF
the DT O I-DEF
document NN O I-DEF
from IN B-PP I-DEF
this DT O I-DEF
information NN O I-DEF
. . O O

To TO B-VP O
evaluate VB I-VP O
the DT B-NP O
approach NN I-NP O
, , O O
we PRP B-NP O
took VBD B-VP O
a DT B-NP O
sample NN I-NP O
of IN B-PP O
20 CD B-NP O
million CD I-NP O
words NNS I-NP O
of IN B-PP O
the DT B-NP O
BNC NNP I-NP O
and CC O O
extracted VBD B-VP O
all DT B-NP O
sentences NNS I-NP O
containing VBG B-VP O
an DT B-NP O
occurrence NN I-NP O
of IN B-PP O
one CD B-NP O
of IN B-PP O
the DT B-NP O
60 CD I-NP O
test NN I-NP O
verbs NNS I-NP O
on IN B-PP O
average JJ O O
of IN B-PP O
3000 CD O O
citations NNS O O
of IN B-PP O
each DT O O
. . O O

The DT B-NP O
first JJ I-NP O
stage NN I-NP O
is VBZ B-VP O
the DT B-NP O
learning NN I-NP O
process NN I-NP O
in IN B-PP O
which WDT B-NP O
several JJ I-NP O
classifiers NNS I-NP O
are VBP B-VP O
built VBN I-VP O
from IN B-PP O
the DT B-NP O
training NN I-NP O
data NNS I-NP O
. . O O

We PRP B-NP O
have VBP B-VP O
chosen VBN I-VP O
Pustejovsky NNP B-NP O
' POS I-NP O
s NNS I-NP O
Generative NNP I-NP B-DEF
Lexicon NNP I-NP I-DEF
( NNP I-NP O
GL NNP I-NP B-TERM
) NNP I-NP O
framework NN I-NP O
( : I-NP O
Pustejovsky NNP I-NP O
, , O O
1995 CD B-NP O
; : O O
Bouillon NNP B-NP O
and CC I-NP O
Busa NNP I-NP O
, , O O
2000 CD B-NP O
) : I-NP O
to TO B-VP O
define VB I-VP O
what WP B-NP O
a DT I-NP O
relevant JJ I-NP O
NV NNP I-NP O
link NN I-NP O
is VBZ B-VP O
, , O O
that IN O O
is VBZ O O
, , O O
what WP B-NP O
is VBZ B-VP O
a DT O O
N-V NN O O
pair NN O O
in IN B-PP O
which WDT O O
the DT O O
N NNP O O
and CC O O
the DT O O
V NNP O O
are VBP B-VP O
related VBN I-VP O
by IN B-PP O
a DT O O
semantic JJ O O
link NN O O
which WDT O O
is VBZ B-VP O
close RB O O
, , O O
and CC O O
which WDT O O
can MD B-VP O
therefore VB I-VP O
be VB I-VP O
used VBN I-VP O
to TO I-VP O
expand VB I-VP O
indexes NNS O O
. . O O

Among IN B-PP O
possible JJ B-NP O
argument NN I-NP O
roles NNS I-NP O
, , O O
the DT B-NP O
nominal JJ I-NP O
category NN I-NP O
is VBZ B-VP O
the DT B-NP O
default NN I-NP O
. . O O

Following VBG B-NP O
is VBZ B-VP O
a DT B-NP O
list NN I-NP O
of IN B-PP O
requirements NNS B-NP O
for IN B-PP O
multi-document JJ B-NP O
summarization NN I-NP O
: : O O
• : B-NP O
clustering VBG I-NP B-TERM
: : O O
The DT B-NP B-DEF
ability NN I-NP I-DEF
to TO B-PP I-DEF
cluster NN B-NP I-DEF
similar JJ I-NP I-DEF
documents NNS I-NP I-DEF
and CC I-NP I-DEF
passages NNS I-NP I-DEF
to TO B-VP I-DEF
find VB I-VP I-DEF
related VBN B-NP I-DEF
information NN I-NP I-DEF
. . O O

Tjong NNP B-NP O
Kim NNP I-NP O
Sang NNP I-NP O
( NNP O O
2000 CD O O
) CD O O
) CD O O
, , O O
I PRP B-NP O
use VBP B-VP O
a DT B-NP O
smaller JJR I-NP O
window NN I-NP O
, , O O
four CD B-NP O
left VBN B-VP O
and CC O O
two CD B-NP O
right JJ I-NP O
, , I-NP O
but CC O O
add JJ B-VP O
the DT B-NP O
IOB NNP I-NP O
suggestions NNS I-NP O
made VBD B-VP O
by IN B-PP O
the DT B-NP O
first JJ I-NP O
level NN I-NP O
for IN B-PP O
one CD B-NP O
token NN I-NP O
left NN I-NP O
and CC I-NP O
right RB I-NP O
( : I-NP O
but CC I-NP O
not RB I-NP O
the DT O O
focus NN O O
) : O O
. . O O

The DT B-NP O
template NN I-NP B-TERM
consists VBZ B-VP B-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
series NN I-NP I-DEF
of IN B-PP I-DEF
legal JJ B-NP I-DEF
tokens NNS I-NP I-DEF
, , O O
which WDT B-NP O
are VBP B-VP O
shown VBN I-VP O
in IN B-PP O
Table NNP B-NP O
1 CD I-NP O
. . O O

Classical JJ B-NP B-TERM
dialogue NN I-NP I-TERM
systems NNS I-NP I-TERM
like IN B-PP O
UC NNP B-NP O
( NNP I-NP O
Wilensky NNP I-NP O
et NN I-NP O
al NN I-NP O
. . O O
, , O O
1984 CD B-NP O
) : O O
utilized JJ B-VP B-DEF
a DT B-NP I-DEF
formal JJ I-NP I-DEF
language NN I-NP I-DEF
to TO B-VP I-DEF
represent VB I-VP I-DEF
knowledge NN B-NP I-DEF
, , O I-DEF
which WDT B-NP I-DEF
requires VBZ B-VP I-DEF
the DT B-NP I-DEF
heavy JJ I-NP I-DEF
cost NN I-NP I-DEF
of IN B-PP I-DEF
construction NN B-NP I-DEF
and CC I-NP I-DEF
maintenance NN I-NP I-DEF
and CC O I-DEF
makes VBZ B-VP I-DEF
the DT B-NP I-DEF
scaling NN I-NP I-DEF
up RP B-VP I-DEF
quite RB O I-DEF
difficult JJ O I-DEF
. . O O

Task-based JJ B-NP O
dialog NN I-NP O
management NN I-NP O
using VBG B-VP O
an DT B-NP O
agenda NN I-NP O
Wei NNP I-NP O
Xu NNP I-NP O
and CC O O
Alexander NNP B-NP O
I. NNP I-NP O
Rudnicky NNP I-NP O
School NNP I-NP O
of IN B-PP O
Computer NNP B-NP O
Science NNP I-NP O
Carnegie NNP I-NP O
Mellon NNP I-NP O
University NNP I-NP O
5000 CD I-NP O
Forbes NNP I-NP O
Ave NNP I-NP O
Pittsburgh NNP I-NP O
, , O O
PA NNP B-NP O
15213 CD I-NP O
{ CD O O
xw NN O O
, , O O
air NN B-NP O
] : I-NP O
@ IN I-NP O
cs NNS I-NP O
. . O O

logic NN B-NP O
, , O O
it PRP B-NP O
is VBZ B-VP O
a DT B-NP O
common JJ I-NP O
approach NN I-NP O
to TO B-VP O
connect VB I-VP O
different JJ B-NP O
representational JJ I-NP O
theories NNS I-NP O
, , O O
and CC O O
transform NN B-VP O
results NNS B-NP O
of IN B-PP O
one CD B-NP O
representational JJ I-NP O
theory NN I-NP O
to TO B-PP O
results NNS B-NP O
in IN B-PP O
an DT B-NP O
other JJ I-NP O
representational JJ I-NP O
theory NN I-NP O
. . O O

In IN B-PP O
PbA NNP B-NP O
, , O O
an DT B-NP O
unknown NN I-NP O
word NN I-NP O
is VBZ B-VP O
pronounced VBN I-VP O
by IN B-PP O
matching JJ B-VP O
substrings NNS B-NP O
of IN B-PP O
the DT B-NP O
input NN I-NP O
to TO B-PP O
substrings NNS B-NP O
of IN B-PP O
known VBN B-NP O
, , I-NP O
lexical JJ I-NP O
words NNS I-NP O
, , O O
hypothesizing VBG B-VP O
a DT B-NP O
partial JJ I-NP O
pronunciation NN I-NP O
for IN B-PP O
each DT B-NP O
matched VBN I-NP O
substring VBG I-NP O
from IN B-PP O
the DT B-NP O
phonological JJ I-NP O
knowledge NN I-NP O
, , O O
and CC O O
assembling VBG B-VP O
the DT O O
partial JJ O O
pronunciations NNS O O
. . O O

N NNP B-NP O
~ : I-NP O
g NN I-NP O
( : I-NP O
SU NNP I-NP O
) : I-NP O
, , O O
g NN B-VP O
( : B-NP O
SU NNP I-NP O
' POS I-NP O
) NN I-NP O
( : I-NP O
7 CD I-NP O
) CD I-NP O
Where WRB O O
f NN B-NP B-TERM
( : I-NP I-TERM
SU NNP I-NP I-TERM
, , O O
SU NNP B-NP B-TERM
' POS I-NP I-TERM
) NN I-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
co-occurrence NN I-NP I-DEF
frequency NN I-NP I-DEF
corresponding VBG O I-DEF
to TO B-PP I-DEF
sememe VB B-NP I-DEF
pair JJ I-NP I-DEF
( NN I-NP I-DEF
SU NNP I-NP I-DEF
, , I-NP I-DEF
SU NNP I-NP I-DEF
' POS I-NP I-DEF
) NN I-NP I-DEF
in IN B-PP I-DEF
SCFD NNP B-NP I-DEF
. . O O

In IN B-PP O
the DT B-NP O
following JJ I-NP O
example NN I-NP O
, , O O
the DT B-NP O
DA NNP I-NP B-TERM
consists VBZ B-VP B-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
speaker NN I-NP I-DEF
tag NN I-NP I-DEF
( : B-PP I-DEF
a DT B-NP I-DEF
: : O I-DEF
for IN B-PP I-DEF
agent NN B-NP I-DEF
) : I-NP I-DEF
, , O I-DEF
the DT B-NP I-DEF
speechact NN I-NP I-DEF
give-information NN I-NP I-DEF
, , O I-DEF
and CC O I-DEF
two CD B-NP I-DEF
main JJ I-NP I-DEF
concepts NNS I-NP I-DEF
, , O I-DEF
+price JJ B-NP I-DEF
and CC I-NP I-DEF
+room JJ I-NP I-DEF
. . O O

Elliptical JJ B-NP B-TERM
coupling NN I-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
pattern NN I-NP I-DEF
of IN B-PP I-DEF
[ NNP B-NP I-DEF
A DT I-NP I-DEF
: : O I-DEF
I PRP B-NP I-DEF
] VBP B-VP I-DEF
[ : B-NP I-DEF
B NNP I-NP I-DEF
: : O I-DEF
I PRP B-NP I-DEF
A DT I-NP I-DEF
: : O I-DEF
R NNP B-NP I-DEF
] : I-NP I-DEF
, , O I-DEF
equivalent NN O I-DEF
to TO B-PP I-DEF
the DT O I-DEF
one CD O I-DEF
in IN B-PP I-DEF
which WDT O I-DEF
B NNP O I-DEF
' POS O I-DEF
s NNS O I-DEF
second VBP O I-DEF
response NN O I-DEF
is VBZ B-VP I-DEF
omitted VBN I-VP I-DEF
in IN B-PP I-DEF
coupling NN O I-DEF
. . O O

sim NN B-NP O
( `` B-VP O
s NNS B-NP O
, , O O
s2 NNP B-NP O
) NNP I-NP O
computes VBZ B-VP O
the DT B-NP O
conceptual JJ I-NP O
similarity NN I-NP O
between IN B-PP O
concepts NNS B-NP O
s~ -NONE- I-NP O
and CC O O
sz VB B-VP O
as IN O O
in IN B-PP O
the DT B-NP O
following JJ I-NP O
formula NN I-NP O
: : O O
sim NN B-NP O
( : I-NP O
sl NN I-NP O
, , O O
s2 NNP B-NP O
) NNP I-NP O
= NNP O O
2 CD B-NP O
x NN I-NP O
level NN I-NP O
( : O O
MSCA NNP O O
( : O O
sl NN O O
, , O O
s VBZ B-VP O
: : O O
) : O O
) : O O
level NN O O
( : O O
sO RB O O
+ : O O
level NN O O
( : O O
s2 NNP O O
) : O O
where WRB O O
MSCA NNP O B-TERM
( NNP O O
sl NN O O
, , O O
s2 NNP O O
) NNP O O
represents VBZ B-VP O
the DT O B-DEF
most RBS O I-DEF
specific JJ O I-DEF
common JJ O I-DEF
ancestor NN O I-DEF
of IN B-PP I-DEF
concepts NNS O I-DEF
s~ -NONE- O I-DEF
and CC O I-DEF
s2 NNP O I-DEF
and CC O O
level NN O B-TERM
( : O O
s NNS O O
) VBP O O
refers NNS B-VP O
to TO B-PP O
the DT O B-DEF
depth NN O I-DEF
of IN B-PP I-DEF
concept NN O I-DEF
s NNS B-VP I-DEF
from IN B-PP I-DEF
the DT O I-DEF
root NN O I-DEF
node NN O I-DEF
in IN B-PP I-DEF
the DT O I-DEF
WordNetL NNP O I-DEF
2.2 CD O O
Heuristic NNP O O
2 CD O O
: : O O
Prior NNP O O
Probability NNP O O
This NNP O O
heuristic JJ O O
provides NNS B-VP O
prior RB O O
probability NN O O
to TO B-PP O
each DT O O
sense NN O O
of IN B-PP O
a DT O O
single JJ O O
translation NN O O
as IN O O
score NN O O
. . O O

Section NN B-NP O
2 CD I-NP O
describes NNS B-VP O
the DT B-NP O
previous JJ I-NP O
work NN I-NP O
of IN B-PP O
summarization NN B-NP O
. . O O

with IN B-PP O
tf NN B-NP B-TERM
( : I-NP O
t NN I-NP O
, , O O
d VBD B-VP O
) : B-NP O
> CD B-VP O
1 CD B-NP O
~re JJ I-NP O
t NN I-NP O
is VBZ B-VP O
an DT B-NP B-DEF
estimate NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
total JJ I-NP I-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
relevant JJ B-NP I-DEF
where WRB O I-DEF
: : O I-DEF
D NNP B-NP I-DEF
( : I-NP I-DEF
description NN I-NP I-DEF
) : I-NP I-DEF
, , O I-DEF
E NNP B-NP I-DEF
( NNP I-NP I-DEF
query NN I-NP I-DEF
expansion NN I-NP I-DEF
) : I-NP I-DEF
documents NNS I-NP I-DEF
. . O O

Transformation-based JJ B-NP B-TERM
learning NN I-NP I-TERM
( : I-NP I-TERM
TBL NNP I-NP I-TERM
) : I-NP I-TERM
( : I-NP O
Brill NNP I-NP O
, , O O
1995 CD B-NP O
) : I-NP O
is VBZ B-VP O
a DT B-NP B-DEF
successful JJ I-NP I-DEF
rule-based JJ I-NP I-DEF
machine NN I-NP I-DEF
learning NN I-NP I-DEF
algorithm NN I-NP I-DEF
in IN B-PP I-DEF
natural JJ B-NP I-DEF
language NN I-NP I-DEF
processing NN I-NP I-DEF
. . O O

We PRP B-NP O
use VBP B-VP O
a DT B-NP O
phrase-based JJ I-NP O
VNSA NNP I-NP O
target NN I-NP O
language NN I-NP O
model NN I-NP O
to TO B-VP O
retrieve VB I-VP O
the DT B-NP O
most JJS I-NP O
likely JJ I-NP O
translation NN I-NP O
from IN B-PP O
the DT B-NP O
lattice NN I-NP O
. . O O

The DT B-NP O
' POS I-NP O
medicine NN I-NP B-TERM
' '' I-NP O
is VBZ B-VP O
a DT B-NP B-DEF
material NN I-NP I-DEF
of IN B-PP I-DEF
' '' B-NP I-DEF
addictive JJ I-NP I-DEF
' '' I-NP I-DEF
products NNS I-NP I-DEF
. . O O

Comparing VBG B-VP O
corpora NN B-NP O
with IN B-PP O
WordSmith NNP B-NP O
Tools NNP I-NP O
: : O O
How WRB O O
large JJ B-NP O
must MD B-VP O
the DT B-NP O
reference NN I-NP O
corpus VBZ I-NP O
be VB B-VP O
? . O O

Clearly RB O O
, , O O
the DT B-NP O
LSQ NNP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
linear JJ I-NP I-DEF
discriminator NN I-NP I-DEF
over IN B-PP I-DEF
the DT B-NP I-DEF
feature NN I-NP I-DEF
space NN I-NP I-DEF
A DT I-NP I-DEF
' '' I-NP I-DEF
