-DOCSTART- -X- -X- O
whatever RB O O
linguistic JJ O O
particulars NNS O O
are VBP B-VP O
necessary JJ O O
to TO B-VP O
bring VB I-VP O
about IN B-PP O
the DT O O
sentences NNS O O
required VBN B-VP O
to TO I-VP O
build VB I-VP O
the DT O O
input NN O O
sample NN O O
that WDT O O
feeds VBZ O O
the DT O O
simulated VBN O O
learner NN O O
. . O O

Weighted NNP B-NP B-TERM
accuracy NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
measure NN I-NP I-DEF
that WDT B-PP I-DEF
weights VBZ B-NP I-DEF
higher JJR O I-DEF
the DT B-NP I-DEF
hits NNS I-NP I-DEF
and CC O I-DEF
misses NNS B-VP I-DEF
100 CD B-NP I-DEF
for IN B-PP I-DEF
the DT B-NP I-DEF
preferred VBN I-NP I-DEF
class NN I-NP I-DEF
. . O O

However RB O O
, , O O
as IN B-PP O
higher JJR B-NP O
values NNS I-NP O
of IN B-PP O
k NN B-NP O
lead NN I-NP O
to TO B-PP O
an DT B-NP O
enormous JJ I-NP O
number NN I-NP O
of IN B-PP O
possible JJ B-NP O
rules NNS I-NP O
, , O O
huge JJ B-NP O
data NNS I-NP O
sets NNS I-NP O
would MD B-VP O
be VB I-VP O
necessary JJ O O
in IN O O
order NN O O
to TO B-VP O
have VB I-VP O
a DT B-NP O
reliable JJ I-NP O
estimate NN I-NP O
of IN B-PP O
the DT B-NP O
probabilities NNS I-NP O
for IN B-PP O
values NNS B-NP O
above IN B-PP O
k NN B-NP O
= : I-NP O
3 CD I-NP O
. . O O

The DT B-NP O
measures NNS I-NP O
proposed VBD B-VP O
include VBP I-VP O
lapse NN B-NP O
supplementary NN I-NP O
budget NN I-NP O
and CC O O
record VB B-NP O
public JJ I-NP O
works NNS B-VP O
spending NN I-VP O
in IN B-PP O
the DT B-NP O
firso NN I-NP O
half NN I-NP O
of IN B-PP O
ohe NN B-NP O
financial JJ I-NP O
year NN I-NP O
. . O O

There EX B-NP O
are VBP B-VP O
two CD B-NP O
types NNS I-NP O
of IN B-PP O
situations NNS B-NP O
in IN B-PP O
which WDT B-NP O
multidocument NN I-NP O
summarization NN I-NP O
would MD B-VP O
be VB I-VP O
useful JJ O O
: : O O
( : O O
1 CD B-NP O
) CD O O
the DT B-NP O
user NN I-NP O
is VBZ B-VP O
faced VBN I-VP O
with IN B-PP O
a DT B-NP O
collection NN I-NP O
of IN B-PP O
dis-similar JJ B-NP O
documents NNS I-NP O
and CC I-NP O
wishes NNS I-NP O
to TO B-VP O
assess NN I-VP O
the DT O O
information NN O O
landscape NN O O
contained VBD B-VP O
in IN B-PP O
the DT O O
collection NN O O
, , O O
or CC O O
( : O O
2 CD O O
) CD O O
there EX O O
is VBZ B-VP O
a DT O O
collection NN O O
of IN B-PP O
topicallyrelated VBN O O
documents NNS O O
, , O O
extracted VBD B-VP O
from IN B-PP O
a DT O O
larger JJR O O
more RBR O O
diverse JJ O O
collection NN O O
as IN B-PP O
the DT O O
result NN O O
of IN B-PP O
a DT O O
query NN O O
, , O O
or CC O O
a DT O O
topically-cohesive JJ O O
cluster NN O O
. . O O

The DT B-NP O
test NN I-NP B-TERM
set NN I-NP I-TERM
consists NNS B-VP B-DEF
of IN B-PP I-DEF
30 CD B-NP I-DEF
stories NNS I-NP I-DEF
from IN B-PP I-DEF
grade NN B-NP I-DEF
3 CD I-NP I-DEF
and CC O I-DEF
30 CD B-NP I-DEF
stories NNS I-NP I-DEF
from IN B-PP I-DEF
grade NN B-NP I-DEF
4 CD I-NP I-DEF
. . O O

Mercury NNP B-NP O
provides VBZ B-VP O
telephone NN B-NP O
access NN I-NP O
to TO B-PP O
an DT B-NP O
on-line JJ I-NP O
flight NN I-NP O
database NN I-NP O
, , O O
and CC O O
allows VBZ B-VP O
users NNS B-NP O
to TO B-VP O
plan NN I-VP O
and CC I-VP O
price NN I-VP O
itineraries NNS B-NP O
between IN B-PP O
major JJ B-NP O
airports NNS I-NP O
worldwide VBP I-NP O
. . O O

The DT B-NP O
level NN I-NP B-TERM
of IN B-PP I-TERM
a DT B-NP I-TERM
fact NN I-NP I-TERM
, , O O
F NNP B-NP O
, , O O
in IN B-PP O
a DT B-NP O
piece NN I-NP O
of IN B-PP O
text NN B-NP O
is VBZ B-VP O
defined VBN I-VP O
by IN B-PP O
the DT B-NP B-DEF
following JJ I-NP I-DEF
algorithm NN I-NP I-DEF
: : O I-DEF
F NN B-NP I-DEF
. . O I-DEF
Suppose NNP B-VP I-DEF
{ NNP B-NP I-DEF
xl NN I-NP I-DEF
, , O I-DEF
x~ NNP B-NP I-DEF
, , O I-DEF
. . O I-DEF
. . B-VP I-DEF
. . I-VP I-DEF
, , O I-DEF
Xn NNP O I-DEF
} NNP O I-DEF
are VBP B-VP I-DEF
the DT O I-DEF
nodes NNS O I-DEF
relevant VBP O I-DEF
to TO B-PP I-DEF
F NNP O I-DEF
. . O I-DEF
Let NNP B-VP I-DEF
s VBZ I-VP I-DEF
be VB I-VP I-DEF
the DT O I-DEF
partial JJ O I-DEF
network NN O I-DEF
consisting VBG B-VP I-DEF
of IN B-PP I-DEF
the DT O I-DEF
set NN O I-DEF
of IN B-PP I-DEF
nodes NNS O I-DEF
{ : B-PP I-DEF
xl NN O I-DEF
, , O I-DEF
x~ NNP O I-DEF
, , O I-DEF
. . O I-DEF
. . B-VP I-DEF
. . I-VP I-DEF
, , O I-DEF
x~ NNP O I-DEF
} NNP B-VP I-DEF
interconnected VBD I-VP I-DEF
by IN B-PP I-DEF
the DT O I-DEF
set NN O I-DEF
of IN O I-DEF
arcs NNS O I-DEF
{ : O I-DEF
tl NN O I-DEF
, , O I-DEF
t2 NNP O I-DEF
, , O I-DEF
. . O I-DEF
. . B-VP I-DEF
. . I-VP I-DEF
, , O I-DEF
tk NN O I-DEF
} : O I-DEF
. . O O

is VBZ B-VP O
common JJ O O
to TO B-PP O
several JJ B-NP O
entries NNS I-NP O
and CC O O
extracting VBG B-VP O
it PRP B-NP O
into IN B-PP O
abstract NN B-NP O
entries NNS I-NP O
( : B-PP O
the DT B-NP O
result NN I-NP O
is VBZ B-VP O
a DT B-NP O
hierarchical JJ I-NP O
organization NN I-NP O
of IN B-PP O
the DT B-NP O
resource NN I-NP O
) : I-NP O
. . O O

The DT B-NP O
rules NNS I-NP O
are VBP B-VP O
applied VBN I-VP O
to TO B-PP O
each DT B-NP O
sentence NN I-NP O
in IN B-PP O
the DT B-NP O
story NN I-NP O
, , O O
as IN O O
well RB O O
as IN O O
the DT B-NP O
title NN I-NP O
of IN B-PP O
the DT B-NP O
story NN I-NP O
, , O O
with IN B-PP O
the DT B-NP O
exception NN I-NP O
that IN B-PP O
the DT B-NP O
title NN I-NP O
is VBZ B-VP O
not RB I-VP O
considered VBN I-VP O
for IN B-PP O
WHY NNP B-NP O
questions NNS I-NP O
. . O O

In IN B-PP O
these DT B-NP O
systems NNS I-NP O
, , O O
the DT B-NP O
hyperonym NN I-NP O
problem NN I-NP O
as IN B-PP O
one CD B-NP O
aspect NN I-NP O
of IN B-PP O
the DT B-NP O
general JJ I-NP O
task NN I-NP O
of IN B-PP O
lexical JJ B-NP O
choice NN I-NP O
arises NNS B-VP O
only RB O O
in IN B-PP O
systems NNS B-NP O
that WDT I-NP O
employ NN B-VP O
a DT B-NP O
sufficiently RB I-NP O
rich JJ I-NP O
model NN I-NP O
of IN B-PP O
the DT B-NP O
lexicon NN I-NP O
and CC I-NP O
tile JJ I-NP O
concept-lexicon NN I-NP O
link NN I-NP O
. . O O

Category NNP B-NP O
choice NN I-NP O
: : O O
Given NNP B-VP O
the DT B-NP O
F~ NNP I-NP O
and CC I-NP O
F1 NNP I-NP O
b NN I-NP O
input VBD I-NP O
vectors NNS I-NP O
A DT I-NP O
and CC I-NP O
B NNP I-NP O
, , O O
for IN B-PP O
each DT B-NP O
F2 NNP I-NP O
node NN I-NP O
j NN I-NP O
, , O O
the DT B-NP O
choice NN I-NP O
function NN I-NP O
Tj NNP I-NP O
is VBZ B-VP O
defined VBN I-VP O
by IN B-PP O
IA NNP B-NP O
Aw~l NNP I-NP O
IB NNP I-NP O
A NNP I-NP O
w~l NNP I-NP O
= NNP I-NP O
~a~ NNP I-NP O
+ NNP I-NP O
Iw~'l NNP I-NP O
+ NNP I-NP O
( NNP I-NP O
1 CD I-NP O
-- : O O
~ CD B-NP O
) CD I-NP O
~b JJ B-VP O
+ NN B-NP O
Iw~l NN I-NP O
' '' O O
( : O O
S NNP O O
) : O O
where WRB O O
the DT O O
fuzzy JJ O B-TERM
AND CC O I-TERM
operation NN O I-TERM
A DT O O
is VBZ B-VP O
defined VBN I-VP O
by IN B-PP O
( NNP O B-DEF
p NN O I-DEF
A DT O I-DEF
q NN O I-DEF
) : O I-DEF
i PRP O I-DEF
-- : O I-DEF
~ : O I-DEF
min NN O I-DEF
( : O I-DEF
pi NN O I-DEF
, , O I-DEF
qi NN O I-DEF
) : O I-DEF
, , O I-DEF
( : O I-DEF
9 CD O I-DEF
) CD O I-DEF
and CC O I-DEF
where WRB O I-DEF
the DT O I-DEF
norm NN O I-DEF
I-I NNP O I-DEF
is VBZ B-VP I-DEF
defined VBN I-VP I-DEF
by IN B-PP I-DEF
IPl NNP O I-DEF
-= NNP O I-DEF
~Pi NNP O I-DEF
( NNP O I-DEF
10 CD O I-DEF
) CD O I-DEF
i PRP O I-DEF
for IN B-PP I-DEF
vectors NNS O I-DEF
p VBP O I-DEF
and CC O I-DEF
q NN O I-DEF
. . O O

Support NN B-NP B-TERM
Vector NNP I-NP I-TERM
Machines NNP I-NP I-TERM
( NNP O I-TERM
SVMs NNP B-NP I-TERM
) NNP I-NP I-TERM
, , O O
first JJ B-VP O
introduced VBN I-VP O
by IN B-PP O
Vapnik NNP B-NP O
( NNP I-NP O
Cortes NNP I-NP O
and CC I-NP O
Vapnik NNP I-NP O
, , O O
1995 CD B-NP O
; : O O
Vapnik NNP B-NP O
, , O O
1995 CD B-NP O
) : I-NP O
, , O O
are VBP B-VP O
relatively RB B-NP B-DEF
new JJ I-NP I-DEF
learning NN I-NP I-DEF
approaches NNS I-NP I-DEF
for IN B-PP I-DEF
solving VBG B-VP I-DEF
two-class JJ B-NP I-DEF
pattern NN I-NP I-DEF
recognition NN I-NP I-DEF
problems NNS I-NP I-DEF
. . O O

Keywords NNS B-NP O
: : O O
Cross NNP B-NP O
Language NNP I-NP O
Information NNP I-NP O
Retrieval NNP I-NP O
, , O O
Multilingual NNP B-NP O
Information NNP I-NP O
Processing NNP I-NP O
, , O O
Chinese JJ B-NP O
, , I-NP O
Japanese JJ I-NP O
and CC I-NP O
Korean NNP I-NP O
( NNP I-NP O
CJK NNP I-NP O
) NNP I-NP O
Languages NNP I-NP O
Introduction NNP I-NP O
After NNP B-PP O
the DT B-NP O
opening VBG I-NP O
of IN B-PP O
the DT B-NP O
Cross NNP I-NP B-TERM
Language NNP I-NP I-TERM
Information NNP I-NP I-TERM
Retrieval NNP I-NP I-TERM
( NNP I-NP O
CLIR NNP I-NP B-TERM
) NNP I-NP O
track NN I-NP O
in IN B-PP O
the DT B-NP O
TREC-6 NN I-NP O
conference NN I-NP O
( : I-NP O
TREC-1998 -NONE- I-NP O
) : I-NP O
, , O O
several JJ B-NP O
reports NNS I-NP O
have VBP B-VP O
been VBN I-VP O
published VBN I-VP O
on IN B-PP O
cross NN O O
language NN O O
information NN O O
retrieval NN O O
in IN B-PP O
European JJ O O
languages NNS O O
, , O O
and CC O O
sometimes RB O O
, , O O
European JJ O O
languages NNS O O
along IN B-PP O
with IN I-PP O
one CD O O
of IN B-PP O
the DT O O
Asian JJ O O
languages NNS O O
( : O O
e NN O O
.g -NONE- O O
. . O O
, , O O
Chinese JJ O O
, , O O
Japanese JJ O O
or CC O O
Korean NNP O O
) : O O
. . O O

The DT B-NP O
second JJ I-NP O
software NN I-NP O
engineering NN I-NP O
challenge NN I-NP O
stemming VBG B-VP O
from IN B-PP O
this DT B-NP O
is VBZ B-VP O
the DT B-NP O
amount NN I-NP O
of IN B-PP O
time NN B-NP O
necessary JJ O O
to TO B-VP O
bring VB I-VP O
up RP O O
a DT B-NP O
translation NN I-NP O
engine NN I-NP O
. . O O

The DT B-NP O
particular JJ I-NP O
format NN I-NP O
, , O O
known VBN B-VP O
as IN B-PP O
long-hand JJ B-NP O
is VBZ B-VP O
equivalent JJ O O
to TO B-PP O
the DT B-NP O
form NN I-NP O
shown NN B-VP O
in IN B-PP O
( NNP B-NP O
4 CD I-NP O
) CD I-NP O
, , O O
but CC O O
making VBG B-VP O
certain JJ B-NP O
information NN I-NP O
more RBR O O
explicit JJ O O
and CC O O
regular JJ O O
( NN B-NP O
at IN B-PP O
the DT B-NP O
price NN I-NP O
of IN B-PP O
increased VBN B-NP O
verbosity NN I-NP O
) : I-NP O
. . O O

Plain NNP B-NP O
text VBD I-NP O
documents NNS I-NP O
are VBP B-VP O
provided VBN I-VP O
to TO B-PP O
a DT B-NP O
lexical JJ I-NP O
analyzer NN I-NP O
and CC O O
a DT B-NP O
noun-recognizer JJ I-NP O
( NN I-NP O
XEROX NNP I-NP O
MULTEXT NNP I-NP O
) NNP I-NP O
, , O O
whose WP$ B-NP O
output NN I-NP O
is VBZ B-VP O
the DT B-NP O
document NN I-NP O
text NN I-NP O
tagged VBD B-VP O
with IN B-PP O
parts NNS B-NP O
of IN B-PP O
speech NN B-NP O
to TO B-VP O
be VB I-VP O
fed VBN I-VP O
to TO B-PP O
the DT B-NP O
parser NN I-NP O
. . O O

For IN B-PP O
example NN B-NP O
, , O O
the DT B-NP O
sentence NN I-NP O
`` `` O O
President NNP B-NP O
Clinton NNP I-NP O
met VBD B-VP O
with IN B-PP O
Vernon NNP B-NP O
Jordon NNP I-NP O
in IN B-PP O
January NNP B-NP O
'' '' O O
gets VBZ B-VP O
a DT B-NP O
score NN I-NP B-TERM
of IN B-PP O
243.34 CD B-NP O
which WDT I-NP O
is VBZ B-VP O
the DT B-NP B-DEF
sum NN I-NP I-DEF
of IN B-PP I-DEF
the DT O I-DEF
individual JJ O I-DEF
eentroid NN O I-DEF
values NNS O I-DEF
of IN B-PP I-DEF
the DT O I-DEF
words NNS O I-DEF
( : O O
clinton NN O O
= : O O
36.39 CD O O
; : O O
vernon NN O O
= : O O
47.54 CD O O
; : O O
jordan NN O O
= : O O
75.81 CD O O
; : O O
january JJ O O
= NN O O
83.60 CD O O
) CD O O
. . O O

3.2 CD B-NP O
Partf-speech JJ I-NP O
The DT I-NP O
partf-speech JJ I-NP O
is VBZ B-VP O
another DT B-NP O
basic JJ I-NP B-DEF
information NN I-NP I-DEF
for IN B-PP I-DEF
speech NN B-NP I-DEF
recognition NN I-NP I-DEF
, , O I-DEF
syntactic/semantic JJ B-NP I-DEF
parsing NN I-NP I-DEF
, , O I-DEF
and CC O I-DEF
dialogue NN B-NP I-DEF
processing NN I-NP I-DEF
as IN O I-DEF
well RB O I-DEF
as IN B-PP I-DEF
linguistic JJ B-NP I-DEF
and CC I-NP I-DEF
psycholinguistic JJ I-NP I-DEF
analysis NN I-NP I-DEF
of IN B-PP I-DEF
spoken NN B-NP I-DEF
discourse NN I-NP I-DEF
. . O O

Regarding VBG B-VP O
the DT B-NP O
number NN I-NP O
of IN B-PP O
terms NNS B-NP O
contained VBN B-VP O
in IN B-PP O
one CD B-NP O
sentence NN I-NP O
as IN B-PP O
a DT B-NP O
constant NN I-NP O
, , O O
topic JJ B-NP O
sentences NNS I-NP O
are VBP B-VP O
ext JJ O O
: : O O
racted VBN B-VP O
in IN B-PP O
O NNP B-NP O
( NNP I-NP O
skh NN I-NP O
) : I-NP O
time NN I-NP O
where WRB O O
s NNS B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
total JJ I-NP I-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
sentences NNS B-NP I-DEF
in IN B-PP I-DEF
the DT O I-DEF
document NN O I-DEF
set VBD B-VP I-DEF
. . O O

The DT B-NP O
: : O O
-organization NN B-NP O
of IN B-PP O
' '' B-NP O
these DT I-NP O
entries NNS I-NP O
assures NNS I-NP O
' POS O O
that IN B-PP O
-rasing JJ B-VP O
the DT B-NP O
same JJ I-NP O
mechanism NN I-NP O
as IN B-PP O
with IN I-PP O
speech NN B-NP O
-REA NN I-NP O
' '' I-NP O
S NNP I-NP O
gestures NNS I-NP O
draw VBP B-VP O
on IN B-PP O
the DT B-NP O
single JJ I-NP O
available JJ I-NP O
conceptual JJ I-NP O
representa174 NNP I-NP O
tion NN I-NP O
and CC O O
that IN O O
both DT B-NP O
REA NNP I-NP O
' POS I-NP O
S NNP I-NP O
gesture NN I-NP O
and CC O O
the DT O O
relationship NN O O
between IN B-PP O
gesture NN O O
and CC O O
speech-vary JJ O O
as IN B-PP O
a DT O O
function NN O O
of IN B-PP O
pragmatic JJ O O
context NN O O
in IN B-PP O
the DT O O
same JJ O O
way NN O O
as IN O O
natural JJ O O
gestures NNS O O
and CC O O
speech NN O O
do VB B-VP O
. . O O

In IN B-PP O
our PRP$ B-NP O
case NN I-NP O
, , O O
we PRP B-NP O
are VBP B-VP O
dealing VBG I-VP O
with IN B-PP O
technical JJ B-NP O
articles NNS I-NP O
which WDT I-NP O
are VBP B-VP O
the DT B-NP O
result NN I-NP O
of IN B-PP O
the DT B-NP O
complex JJ I-NP O
process NN I-NP O
of IN B-PP O
scientific JJ B-NP O
inquiry NN I-NP O
that WDT I-NP O
starts VBZ B-VP O
with IN B-PP O
the DT B-NP O
. . O O

3.1 CD B-NP O
Content NNP I-NP O
Selection NNP I-NP O
Module NNP I-NP O
The NNP I-NP O
Content NNP I-NP B-TERM
Selection NNP I-NP I-TERM
Module NNP I-NP I-TERM
consists VBZ B-VP O
of IN B-PP O
four CD B-NP O
components NNS I-NP O
: : O O
Level-Adjusting JJ B-NP B-DEF
Agent NNP I-NP I-DEF
, , O I-DEF
UtilityUpdating NNP B-NP I-DEF
Agent NNP I-NP I-DEF
, , O I-DEF
Action NNP B-NP I-DEF
Planner NNP I-NP I-DEF
and CC O I-DEF
Content NNP B-NP I-DEF
Selector NNP I-NP I-DEF
. . O O

SVMs NNS B-NP B-TERM
can MD B-VP O
be VB I-VP O
regarded VBN I-VP O
as IN B-PP O
an DT B-NP B-DEF
optimization NN I-NP I-DEF
problem NN I-NP I-DEF
; : O I-DEF
finding VBG B-VP I-DEF
w NN B-NP I-DEF
and CC I-NP I-DEF
b NN O I-DEF
which WDT B-NP I-DEF
minimize NN B-VP I-DEF
[ : I-VP I-DEF
[ : B-PP I-DEF
w NN B-NP I-DEF
[ : I-NP I-DEF
[ : I-NP I-DEF
under IN B-PP I-DEF
the DT B-NP I-DEF
constraints NNS I-NP I-DEF
: : O I-DEF
yi NN B-NP I-DEF
[ : I-NP I-DEF
( : O I-DEF
w NN O I-DEF
• : B-NP I-DEF
xi NN I-NP I-DEF
) : I-NP I-DEF
+ : I-NP I-DEF
b NN I-NP I-DEF
] : O I-DEF
> : B-NP I-DEF
1 CD I-NP I-DEF
. . O O

( NN B-NP O
8 CD I-NP O
) CD I-NP O
AMR NNP I-NP O
= NNP O O
< NNP B-NP O
concept VBD I-NP O
> NNP B-PP O
I NNP B-NP O
( NNP B-VP O
< NNP B-PP O
label NN B-NP O
> : B-VP O
{ : B-PP O
< : B-NP O
role NN I-NP O
> : I-NP O
< : I-NP O
AMR NNP I-NP O
> : I-NP O
} : I-NP O
+ : I-NP O
) : I-NP O
Since IN B-PP O
the DT B-NP O
roles NNS I-NP O
expected VBN B-VP O
by IN B-PP O
Nitrogen NNP B-NP O
's POS I-NP O
English NNP I-NP O
generation NN I-NP O
grammar NN I-NP O
do VBP B-VP O
not RB I-VP O
match VB I-VP O
well RB O O
with IN B-PP O
the DT B-NP O
thematic JJ I-NP O
roles NNS I-NP O
and CC I-NP O
features NNS I-NP O
of IN B-PP O
a DT O O
CLCS NNP O O
, , O O
we PRP O O
have VBP B-VP O
extended VBN I-VP B-DEF
the DT O I-DEF
AMR NNP O I-DEF
language NN O I-DEF
with IN B-PP I-DEF
LCS-specific JJ O I-DEF
relations NNS O I-DEF
, , O O
calling VBG B-VP O
the DT O O
result NN O O
, , O O
an DT O O
LCS-AMR JJ O B-TERM
. . O O

Combined VBN B-VP O
together RB O O
, , O O
a DT B-NP O
finite-state JJ I-NP O
language NN I-NP O
model NN I-NP O
and CC O O
ternary JJ B-NP O
expression NN I-NP O
representation NN I-NP O
provide VB B-VP O
a DT B-NP O
convenient JJ I-NP O
and CC I-NP O
powerful JJ I-NP O
framework NN I-NP O
for IN B-PP O
integrating NN B-NP O
natural JJ I-NP O
language NN I-NP O
processing NN I-NP O
with IN B-PP O
information NN B-NP O
retrieval NN I-NP O
. . O O

A DT B-NP O
venture NN I-NP O
capitalist NN I-NP O
who WP I-NP O
wants VBZ B-VP O
to TO I-VP O
invest VB I-VP O
in IN B-PP O
an DT B-NP O
MT NNP I-NP O
start-up NNP I-NP O
needs VBZ B-VP O
to TO I-VP O
know VB I-VP O
a DT B-NP O
different JJ I-NP O
set NN I-NP O
of IN B-PP O
attributes NNS B-NP O
about IN B-PP O
the DT B-NP O
system NN I-NP O
than IN I-NP O
does VBZ B-VP O
a DT B-NP O
developer NN I-NP O
who WP I-NP O
needs VBZ B-VP O
to TO I-VP O
see VB I-VP O
if IN O O
the DT O O
most RBS O O
recent JJ O O
software NN O O
changes NNS O O
improved VBN B-VP O
( -NONE- O O
or CC O O
degraded VBN B-VP O
) -NONE- B-PP O
the DT O O
system NN O O
. . O O

TM3 NNP B-NP O
simply RB O O
hosts VBZ B-VP O
the DT B-NP O
whole JJ I-NP O
collection NN I-NP O
of IN B-PP O
aligned VBN B-NP O
bilingual JJ I-NP O
Types NNS I-NP O
of IN B-PP O
documents NNS B-NP O
in IN B-PP O
the DT B-NP O
corpus NN I-NP O
beyond NN B-PP O
our PRP$ B-NP O
interest NN I-NP O
( : O O
Trados NNP B-NP O
Translator NNP I-NP O
' POS I-NP O
s NNS I-NP O
Work NNP I-NP O
. . I-NP O
. . B-VP O
. . I-VP O
. . I-VP O
. . I-VP O
. . O O

( NN B-NP O
Sugar NN I-NP O
maple NN I-NP O
trees NNS I-NP O
) : O O

Some DT B-NP O
synsets NNS I-NP O
are VBP B-VP O
selected VBN I-VP O
and CC I-VP O
regarded VBN I-VP O
as IN B-PP O
the DT B-NP O
mapping NN I-NP O
of IN B-PP O
the DT B-NP O
Cilin NNP I-NP O
sense NN I-NP O
tag NN I-NP O
. . O O

It PRP B-NP O
can MD B-VP O
be VB I-VP O
shown VBN I-VP O
( -NONE- O O
Della NNP B-NP O
Pietra NNP I-NP O
et NN I-NP O
al NN I-NP O
. . O O
, , O O
1995 CD B-NP O
) : B-VP O
that IN O O
these DT B-NP O
are VBP B-VP O
the DT B-NP O
also RB I-NP O
the DT I-NP O
values NNS I-NP O
which WDT B-VP O
minimize NN I-VP O
the DT B-NP O
Kullback-Liebler JJ I-NP O
divergence NN I-NP O
D NNP I-NP O
( NNP I-NP O
p NN I-NP O
[ : I-NP O
[ : I-NP O
q NN I-NP O
) : O O
between IN B-PP O
the DT B-NP O
model NN I-NP O
and CC O O
the DT B-NP O
reference NN I-NP O
distribution NN I-NP O
under IN B-PP O
the DT B-NP O
constraint NN I-NP O
that IN B-PP O
the DT O O
expectations NNS O O
of IN B-PP O
the DT O O
features NNS O O
( : O O
ie NN O O
, , O O
the DT O O
components NNS O O
of IN B-PP O
f NN O O
) : O O
with IN B-PP O
respect NN O O
to TO B-PP O
the DT O O
model NN O O
must MD B-VP O
equal JJ I-VP O
their PRP$ O O
expectations NNS O O
with IN B-PP O
respect NN O O
to TO B-PP O
the DT O O
empirical JJ O O
distribution NN O O
derived VBD B-VP O
from IN O O
the DT O O
training NN O O
corpus VBZ O O
. . O O

The DT B-NP O
network NN I-NP O
contains VBZ B-VP O
an DT B-NP O
input NN I-NP O
layer NN I-NP O
with IN B-PP O
two CD B-NP O
groups NNS I-NP O
of IN B-PP O
features NNS B-NP O
. . O O

The DT B-NP O
task NN I-NP O
of IN B-PP O
summarization NN B-NP B-TERM
is VBZ B-VP O
to TO I-VP B-DEF
identify VB I-VP I-DEF
informative JJ B-NP I-DEF
evidence NN I-NP I-DEF
from IN B-PP I-DEF
a DT B-NP I-DEF
given VBN I-NP I-DEF
document NN I-NP I-DEF
, , O I-DEF
which WDT B-NP I-DEF
are VBP B-VP I-DEF
most JJS B-NP I-DEF
relevant JJ I-NP I-DEF
to TO B-PP I-DEF
its PRP$ B-NP I-DEF
content NN I-NP I-DEF
and CC O I-DEF
create VB B-VP I-DEF
a DT B-NP I-DEF
shorter NN I-NP I-DEF
version NN I-NP I-DEF
of IN B-PP I-DEF
smnmary JJ B-NP I-DEF
of IN B-PP I-DEF
the DT O I-DEF
document NN O I-DEF
from IN B-PP I-DEF
this DT O I-DEF
information NN O I-DEF
. . O O

The DT B-NP O
first JJ I-NP O
stage NN I-NP O
is VBZ B-VP O
the DT B-NP O
learning NN I-NP O
process NN I-NP O
in IN B-PP O
which WDT B-NP O
several JJ I-NP O
classifiers NNS I-NP O
are VBP B-VP O
built VBN I-VP O
from IN B-PP O
the DT B-NP O
training NN I-NP O
data NNS I-NP O
. . O O

We PRP B-NP O
have VBP B-VP O
chosen VBN I-VP O
Pustejovsky NNP B-NP O
' POS I-NP O
s NNS I-NP O
Generative NNP I-NP B-DEF
Lexicon NNP I-NP I-DEF
( NNP I-NP O
GL NNP I-NP B-TERM
) NNP I-NP O
framework NN I-NP O
( : I-NP O
Pustejovsky NNP I-NP O
, , O O
1995 CD B-NP O
; : O O
Bouillon NNP B-NP O
and CC I-NP O
Busa NNP I-NP O
, , O O
2000 CD B-NP O
) : I-NP O
to TO B-VP O
define VB I-VP O
what WP B-NP O
a DT I-NP O
relevant JJ I-NP O
NV NNP I-NP O
link NN I-NP O
is VBZ B-VP O
, , O O
that IN O O
is VBZ O O
, , O O
what WP B-NP O
is VBZ B-VP O
a DT O O
N-V NN O O
pair NN O O
in IN B-PP O
which WDT O O
the DT O O
N NNP O O
and CC O O
the DT O O
V NNP O O
are VBP B-VP O
related VBN I-VP O
by IN B-PP O
a DT O O
semantic JJ O O
link NN O O
which WDT O O
is VBZ B-VP O
close RB O O
, , O O
and CC O O
which WDT O O
can MD B-VP O
therefore VB I-VP O
be VB I-VP O
used VBN I-VP O
to TO I-VP O
expand VB I-VP O
indexes NNS O O
. . O O

Among IN B-PP O
possible JJ B-NP O
argument NN I-NP O
roles NNS I-NP O
, , O O
the DT B-NP O
nominal JJ I-NP O
category NN I-NP O
is VBZ B-VP O
the DT B-NP O
default NN I-NP O
. . O O

Following VBG B-NP O
is VBZ B-VP O
a DT B-NP O
list NN I-NP O
of IN B-PP O
requirements NNS B-NP O
for IN B-PP O
multi-document JJ B-NP O
summarization NN I-NP O
: : O O
• : B-NP O
clustering VBG I-NP B-TERM
: : O O
The DT B-NP B-DEF
ability NN I-NP I-DEF
to TO B-PP I-DEF
cluster NN B-NP I-DEF
similar JJ I-NP I-DEF
documents NNS I-NP I-DEF
and CC I-NP I-DEF
passages NNS I-NP I-DEF
to TO B-VP I-DEF
find VB I-VP I-DEF
related VBN B-NP I-DEF
information NN I-NP I-DEF
. . O O

The DT B-NP O
template NN I-NP B-TERM
consists VBZ B-VP B-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
series NN I-NP I-DEF
of IN B-PP I-DEF
legal JJ B-NP I-DEF
tokens NNS I-NP I-DEF
, , O O
which WDT B-NP O
are VBP B-VP O
shown VBN I-VP O
in IN B-PP O
Table NNP B-NP O
1 CD I-NP O
. . O O

Task-based JJ B-NP O
dialog NN I-NP O
