-DOCSTART- -X- -X- O
module NN I-NP O
, , O O
which WDT B-NP O
wires NNS B-VP O
together VBP O O
the DT B-NP O
other JJ I-NP O
modules NNS I-NP O
, , O O
there EX B-NP O
are VBP B-VP O
six CD B-NP O
modules NNS I-NP O
in IN B-PP O
• NNP B-NP O
GoDiS NNP I-NP O
: : O O
input NN B-NP B-TERM
, , O O
which WDT B-NP O
receives NNS B-VP B-DEF
input VBD O I-DEF
from IN B-PP I-DEF
the DT O I-DEF
user NN O I-DEF
; : O O
interpret NN O B-TERM
, , O O
which WDT O O
interprets NNS B-VP B-DEF
utterances VBZ O I-DEF
as RB B-PP I-DEF
dialogue JJ O I-DEF
moves NNS O I-DEF
with IN B-PP I-DEF
some DT O I-DEF
content NN O I-DEF
; : O O
generate NN O B-TERM
, , O O
which WDT O O
generates VBZ B-VP B-DEF
natural JJ O I-DEF
language NN O I-DEF
from IN B-PP I-DEF
dialogue NN O I-DEF
moves NNS O I-DEF
; : O O
output NN O B-TERM
, , O O
which WDT O O
produces NNS B-VP B-DEF
output VBD O I-DEF
to TO B-PP I-DEF
the DT O I-DEF
user NN O I-DEF
; : O O
update NN O B-TERM
, , O O
which WDT O O
updates VBZ B-VP B-DEF
the DT O I-DEF
information NN O I-DEF
state NN O I-DEF
based VBN B-VP I-DEF
on IN B-PP I-DEF
interpreted VBN O I-DEF
moves NNS O I-DEF
; : O O
and CC O O
select VB O B-TERM
, , O O
which WDT O O
selects NNS B-VP B-DEF
the DT O I-DEF
next JJ O I-DEF
move NN O I-DEF
( : O I-DEF
s NNS O I-DEF
) VBP O I-DEF
to TO O I-DEF
perform VB O I-DEF
. . O O

In IN B-PP O
the DT B-NP O
concrete JJ I-NP O
case NN I-NP O
, , O O
this DT B-NP O
model NN I-NP O
is VBZ B-VP O
a DT B-NP O
grammar NN I-NP O
; : O O
LEXICAL NNP B-NP B-TERM
semantics NNS I-NP I-TERM
determines NNS B-VP B-DEF
the DT B-NP I-DEF
separate JJ I-NP I-DEF
constraints NNS I-NP I-DEF
that WDT I-NP I-DEF
can MD B-VP I-DEF
go VB I-VP I-DEF
into IN B-PP I-DEF
a DT B-NP I-DEF
description NN I-NP I-DEF
and CC I-NP O
COMPOSITIONAL NNP I-NP B-TERM
semantics NNS I-NP I-TERM
determines NNS B-VP B-DEF
how WRB O I-DEF
these DT B-NP I-DEF
constraints NNS I-NP I-DEF
can MD B-VP I-DEF
share VB I-VP I-DEF
variables NNS B-NP I-DEF
and CC O I-DEF
so RB B-VP I-DEF
describe VB I-VP I-DEF
common JJ O I-DEF
objects NNS O I-DEF
. . O O

We PRP B-NP O
discuss VBP B-VP O
these DT B-NP O
concepts NNS I-NP O
and CC O O
the DT B-NP O
way NN I-NP O
they PRP I-NP O
are VBP B-VP O
implemented VBN I-VP O
in IN B-PP O
the DT B-NP O
architectural JJ I-NP O
framework NN I-NP O
of IN B-PP O
the DT B-NP O
ADAM NNP I-NP B-TERM
corpus VBZ I-NP I-TERM
, , O O
which WDT B-NP O
is VBZ B-VP O
a DT B-NP B-DEF
corpus NN I-NP I-DEF
of IN B-PP I-DEF
450 CD B-NP I-DEF
Italian JJ I-NP I-DEF
spontaneous JJ I-NP I-DEF
dialogues NNS I-NP I-DEF
. . O O

Chinese JJ B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
syllable-based JJ I-NP I-DEF
language NN I-NP I-DEF
, , O I-DEF
where WRB O I-DEF
each DT B-NP I-DEF
syllable JJ I-NP I-DEF
carries NNS B-VP I-DEF
a DT B-NP I-DEF
lexical JJ I-NP I-DEF
tone NN I-NP I-DEF
. . O O

However RB O O
, , O O
in IN B-PP O
case NN B-NP O
k NN I-NP O
= : O O
3 CD B-NP O
, , O O
the DT B-NP O
expansion NN I-NP B-TERM
probabilities NNS I-NP I-TERM
depend VBP B-VP B-DEF
on IN B-PP I-DEF
the DT B-NP I-DEF
states NNS I-NP I-DEF
that IN I-NP I-DEF
are VBP B-VP I-DEF
defined VBN I-VP I-DEF
by IN B-PP I-DEF
the DT B-NP I-DEF
node NN I-NP I-DEF
label NN I-NP I-DEF
, , O I-DEF
the DT B-NP I-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
descendents NNS B-NP I-DEF
the DT I-NP I-DEF
node NN I-NP I-DEF
and CC O I-DEF
the DT O I-DEF
sequence NN O I-DEF
of IN B-PP I-DEF
labels NNS O I-DEF
in IN B-PP I-DEF
the DT O I-DEF
descendents NNS O I-DEF
( : O O
if IN B-PP O
any DT O O
) NN O O
. . O O

Truly RB B-NP O
unmatched VBD I-NP O
templates NNS I-NP O
A DT I-NP O
truly RB I-NP B-TERM
unmatched VBN I-NP I-TERM
template NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
template NN I-NP I-DEF
that WDT I-NP I-DEF
does VBZ B-VP I-DEF
not RB I-VP I-DEF
match VB I-VP I-DEF
any DT B-NP I-DEF
template NN I-NP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
other JJ I-NP I-DEF
Treebank NNP I-NP I-DEF
even RB O I-DEF
if IN O I-DEF
we PRP B-NP I-DEF
assume VBP B-VP I-DEF
both DT B-NP I-DEF
Treebanks NNP I-NP I-DEF
are VBP B-VP I-DEF
perfectly RB I-VP I-DEF
annotated VBN I-VP I-DEF
. . O O

disambiguation NN B-NP O
As IN B-PP O
the DT B-NP O
mapping NN I-NP O
method NN I-NP O
described VBD B-VP O
in IN B-PP O
this DT B-NP O
paper NN I-NP O
has VBZ B-VP O
been VBN I-VP O
developed VBN I-VP O
for IN B-PP O
combining NN B-VP O
multiple NN B-NP O
individual JJ I-NP O
solutions NNS I-NP O
, , O O
each DT B-NP O
single JJ I-NP O
heuristic JJ I-NP B-TERM
must MD B-VP O
be VB I-VP O
seen VBN I-VP O
as IN B-PP O
a DT B-NP B-DEF
container NN I-NP I-DEF
for IN B-PP I-DEF
some DT B-NP I-DEF
part NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
linguistic JJ I-NP I-DEF
knowledge NN I-NP I-DEF
needed VBN B-VP I-DEF
to TO I-VP I-DEF
disarnbiguate VB I-VP I-DEF
the DT B-NP I-DEF
* -NONE- I-NP I-DEF
This DT O O
research NN O O
was VBD B-VP O
supported VBN I-VP O
by IN B-PP O
KOSEF NNP O O
special JJ O O
purpose NN O O
basic JJ O O
research NN O O
( : O O
1997 CD O O
.92000 CD O O
.8 CD O O
# # O O
970-1020-301-3 CD O O
) CD O O
Corresponding NNP O O
author NN O O
142 CD O O
ambiguous JJ O O
WordNet NN O O
synsets NNS O O
. . O O

' POS B-NP O
From NNP B-PP O
the DT B-NP O
above NN I-NP O
tagging VBG I-NP O
, , O O
we PRP B-NP O
can MD B-VP O
obtain VB I-VP O
the DT B-NP O
following VBG I-NP O
discourse NN I-NP O
structure NN I-NP O
with IN B-PP O
embedding VBG B-NP O
relations NNS I-NP O
: : O O
A DT B-NP O
dversativity NN I-NP O
( : I-NP O
& CC I-NP O
F NNP I-NP O
( NNP B-VP O
14 CD B-NP O
) CD I-NP O
, , O O
Sufficiency NNP B-NP O
( NNP I-NP O
F NNP I-NP O
rontClause NNP I-NP O
( NNP I-NP O
15 CD I-NP O
) CD I-NP O
, , O O
BackClause NNP B-NP O
( NNP I-NP O
15 CD I-NP O
) CD B-PP O
) CD O O
) CD O O
where WRB O O
& CC O O
F NNP O B-TERM
( NNP O I-TERM
n NN O I-TERM
) : O I-TERM
denotes NNS B-VP O
the DT O B-DEF
Front NNP O I-DEF
discourse NN O I-DEF
segment NN O I-DEF
of IN B-PP I-DEF
an DT O I-DEF
inter-sentence NN O I-DEF
rhetorical JJ O I-DEF
relation NN O I-DEF
whose WP$ O I-DEF
sequence NN O I-DEF
number NN O I-DEF
is VBZ B-VP I-DEF
n VBN O I-DEF
. . O O
We PRP O O
can MD B-VP O
define VB I-VP O
& CC I-VP O
B NNP O O
( NNP O O
n NN O O
) : O O
similarly RB O O
. . O O

Each DT B-NP O
participant NN I-NP O
is VBZ B-VP O
to TO I-VP O
return VB I-VP O
a DT B-NP O
ranked VBN I-NP O
list NN I-NP O
of IN B-PP O
the DT B-NP O
five CD I-NP O
best JJS I-NP O
answer NN I-NP O
strings NNS I-NP O
for IN B-PP O
each DT B-NP O
question NN I-NP O
, , O O
where WRB O O
each DT B-NP O
answer NN I-NP B-TERM
string VBG I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
string NN I-NP I-DEF
of IN B-PP I-DEF
50 CD B-NP I-DEF
bytes NNS I-NP I-DEF
( : O I-DEF
or CC O I-DEF
250 CD B-NP I-DEF
bytes NNS I-NP I-DEF
) : O I-DEF
that IN B-NP I-DEF
contains NNS B-VP I-DEF
an DT O I-DEF
answer NN O I-DEF
to TO B-PP I-DEF
the DT O I-DEF
question NN O I-DEF
. . O O

3 LS B-NP O
.1 CD I-NP O
The DT I-NP O
Basic NNP I-NP O
TABULATE NNP I-NP O
Algorithm NNP I-NP O
Most NNP I-NP O
ILP NNP I-NP O
methods NNS I-NP O
use VBP B-VP O
a DT B-NP O
set-covering JJ I-NP O
method NN I-NP O
to TO B-VP O
learn VB I-VP O
one CD B-NP O
clause NN I-NP O
( : I-NP O
rule NN I-NP O
) : B-VP O
at IN B-PP O
a DT B-NP O
time NN I-NP O
and CC O O
construct NN B-VP O
clauses NNS B-NP O
using VBG B-VP O
either DT I-VP O
a DT B-NP O
strictly RB I-NP O
top-down JJ I-NP B-TERM
( NN I-NP O
general JJ I-NP B-DEF
to TO B-PP I-DEF
specific JJ B-NP I-DEF
) NN I-NP O
or CC I-NP O
bottom-up JJ I-NP B-TERM
( NN I-NP O
specific JJ I-NP B-DEF
to TO B-PP I-DEF
general JJ B-NP I-DEF
) NN I-NP O
search NN I-NP O
through IN B-PP O
the DT O O
space NN O O
of IN B-PP O
possible JJ O O
rules NNS O O
( VBP B-PP O
Lavrac NNP O O
and CC O O
Dzeroski NNP O O
, , O O
1994 CD O O
) : O O
. . O O

This DT B-NP O
system NN I-NP O
, , O O
named VBD B-VP O
lnterlingua NN B-NP B-TERM
Slot NNP I-NP I-TERM
Structure NNP I-NP I-TERM
( NNP I-NP O
1SS CD I-NP B-TERM
) CD I-NP O
, , O O
generates VBZ B-VP B-DEF
an DT B-NP I-DEF
interlingua NN I-NP I-DEF
representation NN I-NP I-DEF
from IN B-PP I-DEF
the DT B-NP I-DEF
SS NNP I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
sentence NN I-NP I-DEF
. . O O

A DT B-NP O
non-restrictive JJ I-NP B-TERM
component NN I-NP I-TERM
gives VBZ B-VP B-DEF
additional JJ B-NP I-DEF
information NN I-NP I-DEF
to TO B-PP I-DEF
a DT B-NP I-DEF
head NN I-NP I-DEF
that WDT I-NP I-DEF
has VBZ B-VP I-DEF
already RB I-VP I-DEF
been VBN I-VP I-DEF
viewed VBN I-VP I-DEF
as IN B-PP I-DEF
unique JJ B-NP I-DEF
or CC I-NP I-DEF
as IN B-PP I-DEF
a DT B-NP I-DEF
member NN I-NP I-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
class NN I-NP I-DEF
that WDT I-NP I-DEF
has VBZ B-VP I-DEF
been VBN I-VP I-DEF
independently RB I-VP I-DEF
identified VBD I-VP I-DEF
, , O I-DEF
therefoee NN B-NP I-DEF
is VBZ B-VP I-DEF
not RB O I-DEF
' POS O I-DEF
essential JJ O I-DEF
for IN B-PP I-DEF
the DT O I-DEF
identification NN O I-DEF
of IN B-PP I-DEF
the DT O I-DEF
head NN O I-DEF
' POS O I-DEF
( NN O O
Quirk NNP O O
et NN O O
al NN O O
. . O O
, , O O
1985 CD O O
) : O O
. . O O

The DT B-NP O
Shannon NNP I-NP B-TERM
information NN I-NP I-TERM
of IN B-PP I-TERM
word NN B-NP I-TERM
w NN B-VP I-TERM
in IN B-PP O
text NN B-NP O
t NN I-NP O
is VBZ B-VP O
defined VBN I-VP O
as RB B-PP O
I PRP B-NP B-DEF
( VBP B-VP I-DEF
w JJ O I-DEF
) NN O I-DEF
= : O I-DEF
-N JJ O I-DEF
( NN O I-DEF
w NN O I-DEF
) : B-NP I-DEF
logP NNP B-VP I-DEF
( : B-NP I-DEF
w NN I-NP I-DEF
) : I-NP I-DEF
, , O O
where WRB O O
N NNP B-NP B-TERM
( NNP I-NP I-TERM
w NN I-NP I-TERM
) : I-NP I-TERM
denotes NNS B-VP O
the DT B-NP B-DEF
frequency NN I-NP I-DEF
of IN B-PP I-DEF
w NN B-NP I-DEF
in IN B-PP I-DEF
t NN O I-DEF
, , O O
and CC O O
P NNP O B-TERM
( NNP O I-TERM
w NN O I-TERM
) : B-PP I-TERM
the DT O B-DEF
probability NN O I-DEF
of IN B-PP I-DEF
the DT O I-DEF
occurrence NN O I-DEF
of IN B-PP I-DEF
w NN O I-DEF
as IN O I-DEF
estimated VBN B-VP I-DEF
from IN B-PP I-DEF
corpus NN O I-DEF
data NNS O I-DEF
. . O O

The DT B-NP O
time NN I-NP B-TERM
for IN B-PP I-TERM
Question-a NNP B-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
sum NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
times NNS I-NP I-DEF
for IN B-PP I-DEF
Questions NNS B-NP I-DEF
al JJ O I-DEF
and CC O I-DEF
a2 NNP O I-DEF
. . O O

GRAPHON NNP B-NP B-TERM
, , O O
finally RB O O
, , O O
is VBZ B-VP B-DEF
a DT B-NP I-DEF
grapheme-to-phoneme JJ I-NP I-DEF
conversion NN I-NP I-DEF
task NN I-NP I-DEF
for IN B-PP I-DEF
English NNP B-NP I-DEF
based VBN B-VP I-DEF
on IN B-PP I-DEF
the DT B-NP I-DEF
English NNP I-NP I-DEF
Celex NNP I-NP I-DEF
lexical JJ I-NP I-DEF
database NN I-NP I-DEF
. . O O

The DT B-NP O
first JJ I-NP O
extraction NN I-NP O
rule NN I-NP O
defines NNS B-VP O
a DT B-NP O
NounGroup NNP I-NP B-TERM
as IN B-PP O
a DT B-NP B-DEF
sequence NN I-NP I-DEF
consisting VBG B-VP I-DEF
of IN B-PP I-DEF
: : O I-DEF
an DT B-NP I-DEF
optional JJ I-NP I-DEF
possessive JJ I-NP I-DEF
pronoun NN I-NP I-DEF
or CC I-NP I-DEF
determiner NN I-NP I-DEF
, , O I-DEF
any DT B-NP I-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
adjectives NNS B-NP I-DEF
, , O I-DEF
one CD B-NP I-DEF
or CC I-NP I-DEF
more JJR I-NP I-DEF
nouns NNS I-NP I-DEF
( : I-NP I-DEF
of IN B-PP I-DEF
any DT B-NP I-DEF
type NN I-NP I-DEF
) : I-NP I-DEF
. . O O

The DT B-NP O
MEDLINE NNP I-NP B-TERM
database NN I-NP I-TERM
is VBZ B-VP O
an DT B-NP B-DEF
online NN I-NP I-DEF
collection NN I-NP I-DEF
of IN B-PP I-DEF
abstracts NNS B-NP I-DEF
for IN B-PP I-DEF
published JJ B-NP I-DEF
journal NN I-NP I-DEF
articles NNS I-NP I-DEF
in IN B-PP I-DEF
biology NN B-NP I-DEF
and CC I-NP I-DEF
medicine NN I-NP I-DEF
and CC O I-DEF
contains VBZ B-VP I-DEF
more RBR B-NP I-DEF
than IN I-NP I-DEF
nine CD I-NP I-DEF
million CD I-NP I-DEF
articles NNS I-NP I-DEF
. . O O

c NN B-NP B-TERM
( `` I-NP I-TERM
x~ JJ I-NP I-TERM
, , O O
wz NN B-NP B-TERM
) : I-NP I-TERM
represents NNS B-VP O
the DT B-NP B-DEF
count NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
event NN I-NP I-DEF
that IN B-PP I-DEF
x NN B-NP I-DEF
and CC I-NP I-DEF
y NN I-NP I-DEF
occur NN B-VP I-DEF
adjacent NN O I-DEF
and CC O I-DEF
in IN B-PP I-DEF
this DT B-NP I-DEF
order NN I-NP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
training NN I-NP I-DEF
corpus VBZ I-NP I-DEF
. . O O

The DT B-NP O
set NN I-NP O
of IN B-PP O
segmentable JJ B-NP B-TERM
positions NNS I-NP I-TERM
T~ -NONE- I-NP O
is VBZ B-VP O
defined VBN I-VP O
somewhat RB O O
differently RB O O
as IN O O
: : B-VP O
: : O O
D NNP B-NP B-DEF
= : O I-DEF
{ : B-NP I-DEF
wi NN I-NP I-DEF
, , O I-DEF
wsj NN B-NP I-DEF
I PRP I-NP I-DEF
( VBP B-VP I-DEF
Icc NNP B-NP I-DEF
, , I-NP I-DEF
v NN I-NP I-DEF
, , I-NP I-DEF
-= : I-NP I-DEF
lcc~ -NONE- I-NP I-DEF
, , O I-DEF
) : B-NP I-DEF
= : I-NP I-DEF
1 CD I-NP I-DEF
or CC I-NP I-DEF
( CD I-NP I-DEF
Icws~ JJ I-NP I-DEF
=-IcC.ws~ NN I-NP I-DEF
) : O I-DEF
= : O I-DEF
1 CD B-NP I-DEF
} CD I-NP I-DEF
, , O O
where WRB O O
wsj NN O B-TERM
denotes VBZ B-VP O
a DT O B-DEF
word NN O I-DEF
set NN O I-DEF
to TO B-PP I-DEF
which WDT O I-DEF
the DT O I-DEF
jth NN O I-DEF
word NN O I-DEF
in IN B-PP I-DEF
a DT O I-DEF
sentence NN O I-DEF
belongs VBZ B-VP I-DEF
. . O O

Hi NNP O O
( : B-VP O
s NNS B-NP O
, , O O
) : B-VP O
= : B-NP O
max NN I-NP O
support NN I-NP O
( : B-PP O
s NNS B-NP O
, , O O
, , O O
ew~ NNP B-NP O
) NNP B-VP O
1 CD B-NP O
~ CD I-NP O
' POS I-NP O
~ NN I-NP O
, , O O
( : B-NP O
n-1 -NONE- I-NP O
) : O O
+a JJ B-VP O
k NN B-NP O
, , O O
=l JJ B-NP O
where WRB O O
EWi NNP O O
= NNP B-VP O
( NNP O O
ewl NN O O
s VBZ O O
, , O O
~ : O O
synset NN O O
( : O O
ew NN O O
) : B-VP O
} : O O
In IN B-PP O
this DT O O
formula NN O O
, , O O
Hi NNP O B-TERM
( NNP O I-TERM
s VBZ B-VP I-TERM
) : O I-TERM
is VBZ B-VP O
a DT O B-DEF
heuristic JJ O I-DEF
score NN O I-DEF
of IN B-PP I-DEF
synset NN O I-DEF
s NNS B-VP I-DEF
, , O O
s NNS O B-TERM
is VBZ O O
a DT O B-DEF
candidate NN O I-DEF
synset NN O I-DEF
, , O O
ew NN O B-TERM
is VBZ O O
a DT O B-DEF
translation NN O I-DEF
into IN B-PP I-DEF
English NNP O I-DEF
, , O O
n NN O B-TERM
is VBZ O O
the DT O B-DEF
number NN O I-DEF
of IN B-PP I-DEF
translations NNS O I-DEF
and CC O O
synset VB O B-TERM
( : O I-TERM
ew VB O I-TERM
) : O I-TERM
is VBZ O O
the DT O B-DEF
set NN O I-DEF
of IN B-PP I-DEF
synsets NNS O I-DEF
of IN B-PP I-DEF
the DT O I-DEF
translation NN O I-DEF
ew NN O I-DEF
. . O O

Along IN B-PP O
with IN I-PP O
these DT B-NP O
goals NNS I-NP O
, , O O
the DT B-NP O
dialogue NN I-NP O
manager NN I-NP O
supplies NNS B-VP O
its PRP$ B-NP O
communicative JJ I-NP B-TERM
context NN I-NP I-TERM
, , O O
which WDT B-NP O
represents VBZ B-VP B-DEF
the DT B-NP I-DEF
centrality NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
house NN I-NP I-DEF
in IN B-PP I-DEF
attentional JJ B-NP I-DEF
prominence NN I-NP I-DEF
, , O I-DEF
cognitive JJ B-NP I-DEF
status NN I-NP I-DEF
and CC I-NP I-DEF
information NN I-NP I-DEF
structure NN I-NP I-DEF
. . O O

Cluster-based JJ B-NP B-TERM
sentence NN I-NP I-TERM
utility NN I-NP I-TERM
( : I-NP O
CBSU NNP I-NP B-TERM
, , I-NP O
or CC I-NP O
utility NN I-NP B-TERM
) : I-NP O
refers NNS B-VP O
to TO B-PP O
the DT B-NP B-DEF
degree NN I-NP I-DEF
of IN B-PP I-DEF
relevance NN B-NP I-DEF
( : I-NP I-DEF
from IN B-PP I-DEF
0 -NONE- B-NP I-DEF
to TO I-NP I-DEF
10 CD I-NP I-DEF
) CD I-NP I-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
`` `` I-NP I-DEF
particular JJ I-NP I-DEF
sentence NN I-NP I-DEF
to TO B-PP I-DEF
the DT B-NP I-DEF
general JJ I-NP I-DEF
topic NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
entire JJ I-NP I-DEF
cluster NN I-NP I-DEF
( : I-NP O
for IN B-PP O
a DT B-NP O
discussion NN I-NP O
of IN B-PP O
what WP B-NP O
is VBZ B-VP O
a DT O O
topic JJ O O
, , O O
see VBP B-VP O
[ : B-PP O
Allan NNP O O
et NN O O
al NN O O
. . O O

In IN B-PP O
memory-based JJ B-NP B-TERM
learning NN I-NP I-TERM
the DT I-NP B-DEF
training NN I-NP I-DEF
data NNS I-NP I-DEF
is VBZ B-VP I-DEF
stored VBN I-VP I-DEF
and CC O I-DEF
a DT B-NP I-DEF
new JJ I-NP I-DEF
item NN I-NP I-DEF
is VBZ B-VP I-DEF
classified VBN I-VP I-DEF
by IN B-PP I-DEF
the DT B-NP I-DEF
most RBS I-NP I-DEF
frequent JJ I-NP I-DEF
classification NN I-NP I-DEF
among IN B-PP I-DEF
training NN B-NP I-DEF
items NNS I-NP I-DEF
which WDT I-NP I-DEF
are VBP B-VP I-DEF
closest JJS I-VP I-DEF
to TO B-PP I-DEF
this DT B-NP I-DEF
new JJ I-NP I-DEF
item NN I-NP I-DEF
. . O O

IGTREE NNP B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
variant JJ I-NP I-DEF
in IN B-PP I-DEF
which WDT B-NP I-DEF
an DT I-NP I-DEF
oblivious JJ I-NP I-DEF
decision NN I-NP I-DEF
tree NN I-NP I-DEF
is VBZ B-VP I-DEF
created VBN I-VP I-DEF
with IN B-PP I-DEF
features NNS B-NP I-DEF
as IN B-PP I-DEF
tests NNS B-NP I-DEF
, , O I-DEF
and CC O I-DEF
in IN B-PP I-DEF
which WDT B-NP I-DEF
tests NNS I-NP I-DEF
are VBP B-VP I-DEF
ordered VBN I-VP I-DEF
according VBG I-VP I-DEF
to TO B-PP I-DEF
information NN B-NP I-DEF
gain NN I-NP I-DEF
of IN B-PP I-DEF
the DT O I-DEF
associated VBN O I-DEF
features NNS O I-DEF
. . O O

A DT B-NP O
dialogue NN I-NP B-TERM
move NN I-NP I-TERM
engine NN I-NP I-TERM
( : I-NP O
DME NNP I-NP B-TERM
) : I-NP O
updates NNS B-VP B-DEF
the DT B-NP I-DEF
information NN I-NP I-DEF
state NN I-NP I-DEF
on IN B-PP I-DEF
the DT B-NP I-DEF
basis NN I-NP I-DEF
of IN B-PP I-DEF
observed VBN B-NP I-DEF
dialogue NN I-NP I-DEF
moves NNS I-NP I-DEF
and CC O I-DEF
selects NNS B-VP I-DEF
appropriate VBP B-NP I-DEF
moves NNS I-NP I-DEF
to TO B-VP I-DEF
be VB I-VP I-DEF
performed VBN I-VP I-DEF
. . O O

We PRP B-NP O
can MD B-VP O
similarly RB I-VP O
define VB I-VP O
GoodPotential NNP B-NP O
1 CD I-NP O
to0 NNP B-PP O
( NNP B-NP O
S NNP I-NP O
) NNP I-NP O
, , O O
and CC O O
then RB O O
define VB B-VP O
GoodPotential NNP B-NP B-TERM
( NNP I-NP I-TERM
S NNP I-NP I-TERM
) NNP I-NP I-TERM
= NNP I-NP O
max NN I-NP B-DEF
( : I-NP I-DEF
GoodPotential NNP I-NP I-DEF
0 -NONE- I-NP I-DEF
to_l NNP I-NP I-DEF
( NNP I-NP I-DEF
S NNP I-NP I-DEF
) NNP I-NP I-DEF
, , O O
GoodPotential NNP B-NP O
1 CD I-NP O
to TO B-PP O
O NNP B-NP O
( NNP I-NP O
S NNP I-NP O
) NNP I-NP O
) NNP I-NP O
As NNP O O
we PRP B-NP O
construct VBP B-VP O
the DT O O
RRE-tree JJ O O
, , O O
we PRP O O
keep VBP B-VP O
track NN O O
of IN B-PP O
the DT O O
largest JJS O O
Goodness NNP O O
( NNP O O
S NNP O O
) NNP O O
we PRP O O
have VBP B-VP O
encountered VBN I-VP O
. . O O

Text NNP B-NP O
Planner NNP I-NP O
The NNP I-NP O
input NN I-NP O
to TO B-PP O
the DT B-NP O
Longbow NNP I-NP O
text NN I-NP O
planner NN I-NP O
discussed VBD B-VP O
in IN B-PP O
section NN B-NP O
4 CD I-NP O
above IN I-NP O
is VBZ B-VP O
a DT B-NP O
representation NN I-NP O
of IN B-PP O
a DT B-NP O
picture NN I-NP O
in IN B-PP O
SAGE NNP B-NP B-TERM
format NN I-NP I-TERM
( : O O
which WDT B-NP O
has VBZ B-VP O
been VBN I-VP O
annotated VBN I-VP B-DEF
to TO I-VP I-DEF
indicate VB I-VP I-DEF
the DT B-NP I-DEF
types NNS I-NP I-DEF
of IN B-PP I-DEF
complexity NN O I-DEF
of IN B-PP I-DEF
each DT O I-DEF
grapheme NN O I-DEF
) : O O
together RB O O
with IN B-PP O
a DT O O
goal NN O O
, , O O
which WDT O O
can MD B-VP O
typically RB I-VP O
be VB I-VP O
interpreted VBN I-VP O
as IN B-PP O
`` `` O O
describe NN B-VP O
'' '' O O
. . O O

An DT B-NP O
attribute NN I-NP B-TERM
grammar NN I-NP I-TERM
consists NNS B-VP B-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
context-free JJ I-NP I-DEF
grammar NN I-NP I-DEF
, , O I-DEF
a DT B-NP I-DEF
finite JJ I-NP I-DEF
set NN I-NP I-DEF
of IN B-PP I-DEF
attributes NNS B-NP I-DEF
, , O I-DEF
and CC O I-DEF
a DT B-NP I-DEF
set NN I-NP I-DEF
of IN B-PP I-DEF
semantic JJ B-NP I-DEF
rules NNS I-NP I-DEF
. . O O

We PRP B-NP O
define VBP B-VP O
a DT B-NP O
synonymy NN I-NP B-TERM
relation NN I-NP I-TERM
as IN B-PP O
a DT B-NP B-DEF
binary JJ I-NP I-DEF
relation NN I-NP I-DEF
between IN B-PP I-DEF
two CD B-NP I-DEF
synonym NN I-NP I-DEF
terms NNS I-NP I-DEF
( : B-VP O
with IN B-PP O
respect NN B-NP O
to TO B-VP O
• VB I-VP O
a DT B-NP O
particular JJ I-NP O
sense NN I-NP O
) : I-NP O
. . O O

The DT B-NP O
central JJ I-NP O
inspiration NN I-NP O
here RB O O
is VBZ B-VP O
the DT B-NP O
fact NN I-NP O
that IN O O
grunts NNS B-NP B-TERM
are VBP B-VP O
unlike JJ B-PP O
words NNS B-NP O
, , O O
in IN B-PP O
that DT O O
they PRP B-NP O
contain VBP B-VP B-DEF
sounds NNS B-NP I-DEF
which WDT I-NP I-DEF
are VBP B-VP I-DEF
never RB I-VP I-DEF
seen VBN I-VP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
lexical JJ I-NP I-DEF
items NNS I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
language NN I-NP I-DEF
. . O O

In IN B-PP O
the DT B-NP O
simplest NN I-NP O
case NN I-NP O
, , O O
the DT B-NP O
relation NN I-NP B-TERM
is VBZ B-VP O
one CD B-NP B-DEF
of IN B-PP I-DEF
Elaboration NNP B-NP I-DEF
. . O O

`` `` O O
KUMORI NNP B-NP B-TERM
( : I-NP O
cloudiness NN I-NP O
) : I-NP O
`` `` O O
is VBZ B-VP O
a DT B-NP B-DEF
natural JJ I-NP I-DEF
phenomenon NN I-NP I-DEF
which WDT I-NP I-DEF
can MD B-VP I-DEF
be VB I-VP I-DEF
pointed VBN I-VP I-DEF
