-DOCSTART- -X- -X- O
, , O I-DEF
which WDT B-NP I-DEF
describe NN B-VP I-DEF
an DT B-NP I-DEF
event NN I-NP I-DEF
as IN O I-DEF
it PRP B-NP I-DEF
develops VBZ B-VP I-DEF
over IN B-PP I-DEF
time NN B-NP I-DEF
. . O O

( NN B-NP O
Mellish JJ I-NP O
et NN I-NP O
al NN I-NP O
. . O O
, , O O
1998a CD B-NP O
) : I-NP O
summarises NNS B-VP O
the DT B-NP O
genetic JJ I-NP B-TERM
algorithm NN I-NP I-TERM
roughly RB O O
as IN O O
follows NNS B-VP O
: : O O
quences NNS B-NP B-DEF
by IN B-PP I-DEF
loosely RB O I-DEF
following VBG B-VP I-DEF
sequences NNS B-NP I-DEF
of IN B-PP I-DEF
facts NNS B-NP I-DEF
where WRB O I-DEF
consecutive JJ B-NP I-DEF
facts NNS I-NP I-DEF
mention NN B-VP I-DEF
the DT B-NP I-DEF
same JJ I-NP I-DEF
entity NN I-NP I-DEF
. . O O

score NN B-NP O
( `` I-NP O
S NNP I-NP O
, , O O
C NNP B-NP O
) NNP I-NP O
( NNP I-NP O
1 CD I-NP O
) CD I-NP O
= CD O O
score NN B-NP O
( : I-NP O
SS NNP I-NP O
, , O O
C NNP B-NP O
' POS I-NP O
) NN I-NP O
score NN I-NP O
( : I-NP O
SS NNP I-NP O
, , O O
GlobalSS NNP B-NP O
) NNP B-VP O
Where NNP O O
S NNP B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
sense NN I-NP I-DEF
item NN I-NP I-DEF
of IN B-PP I-DEF
polysemouse NN B-NP I-DEF
word NN I-NP I-DEF
W NNP I-NP I-DEF
, , O O
C NNP O B-TERM
is VBZ B-VP O
the DT O B-DEF
context NN O I-DEF
containing VBG B-VP I-DEF
W NNP O I-DEF
, , O I-DEF
SS NNP O B-TERM
is VBZ B-VP O
the DT O O
corresponding NN O O
sememe NN O O
set NN O O
of IN B-PP O
S NNP O O
, , O O
C NNP O B-TERM
' POS O I-TERM
is VBZ B-VP O
the DT O B-DEF
set NN O I-DEF
of IN B-PP I-DEF
sememe NN O I-DEF
expansion NN O I-DEF
of IN B-PP I-DEF
words NNS O I-DEF
in IN B-PP I-DEF
C NNP O I-DEF
and CC O O
GlobalSS NNP O B-TERM
is VBZ B-VP O
the DT O B-DEF
sememe NN O I-DEF
set VBD O I-DEF
that IN O I-DEF
containing NN B-VP I-DEF
all DT O I-DEF
of IN B-PP I-DEF
the DT O I-DEF
sememe NN O I-DEF
defined VBD B-VP I-DEF
in IN B-PP I-DEF
Hownet NNP O I-DEF
. . O O

Also RB O O
, , O O
an DT B-NP O
answer NN I-NP B-TERM
as IN O O
defined VBN B-VP O
in IN B-PP O
the DT B-NP O
TREC-8 NN I-NP O
QA NNP I-NP O
task NN I-NP O
is VBZ B-VP O
a DT B-NP B-DEF
50-byte JJ I-NP I-DEF
or CC I-NP I-DEF
250byte JJ I-NP I-DEF
answer NN I-NP I-DEF
string VBG I-NP I-DEF
, , O O
whereas NNS B-PP O
an DT B-NP O
answer NN I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
complete JJ I-NP I-DEF
sentence NN I-NP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
reading NN I-NP I-DEF
comprehension NN I-NP I-DEF
task NN I-NP I-DEF
. . O O

Both DT B-NP O
of IN B-PP O
them PRP B-NP O
try VBP B-VP O
to TO I-VP O
expand VB I-VP O
a DT B-NP O
`` `` I-NP O
basic-keyword JJ I-NP B-TERM
`` `` I-NP O
, , O O
that DT B-NP O
is VBZ B-VP O
a DT B-NP B-DEF
keyword NN I-NP I-DEF
direcdy NN I-NP I-DEF
derived VBD B-VP I-DEF
from IN B-PP I-DEF
a DT B-NP I-DEF
natural JJ I-NP I-DEF
language NN I-NP I-DEF
question NN I-NP I-DEF
. . O O

split NN B-NP O
of IN B-PP O
the DT B-NP O
data NNS I-NP O
'Apte JJ I-NP B-TERM
split NN I-NP I-TERM
, , O O
' '' O O
which WDT B-NP O
consists NNS B-VP B-DEF
of IN B-PP I-DEF
9603 CD B-NP I-DEF
texts NNS I-NP I-DEF
for IN B-PP I-DEF
training NN B-NP I-DEF
and CC O I-DEF
3299 CD B-NP I-DEF
texts NNS I-NP I-DEF
for IN B-PP I-DEF
test NN B-NP I-DEF
. . O O

S NNP B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
start NN I-NP I-DEF
symbol NN I-NP I-DEF
) : I-NP O
. . O O

We PRP B-NP O
denote VBP B-VP O
this DT B-NP O
as IN B-PP O
a DT B-NP O
binary JJ I-NP O
relation NN I-NP O
Causality NNP I-NP O
( NNP I-NP O
FrontClause NNP I-NP O
( NNP I-NP O
2 CD I-NP O
) CD I-NP O
, , O O
BaekClause NNP B-NP O
( NNP I-NP O
2 CD I-NP O
) CD I-NP O
) CD O O
where WRB O O
FrontClause NNP B-NP B-TERM
( NNP I-NP O
n NN I-NP O
) : I-NP O
denotes NNS B-VP O
the DT B-NP B-DEF
discourse NN I-NP I-DEF
segment NN I-NP I-DEF
that WDT I-NP I-DEF
is VBZ B-VP I-DEF
encapsulated VBN I-VP I-DEF
by IN B-PP I-DEF
the DT B-NP I-DEF
Front NNP I-NP I-DEF
discourse NN I-NP I-DEF
marker NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
corresponding NN I-NP I-DEF
rhetorical JJ I-NP I-DEF
relation NN I-NP I-DEF
whose WP$ O I-DEF
sequence NN O I-DEF
number NN O I-DEF
is VBZ B-VP I-DEF
n VBN O I-DEF
. . O O
15 CD O O
BackClause NNP O O
( NNP O O
n NN O O
) : O O
can MD B-VP O
be VB I-VP O
defined VBN I-VP O
similarly RB O O
. . O O

Pr NNP B-NP O
( : B-VP O
s NNS B-NP O
) VBP B-VP O
= : O O
Pr NNP B-NP O
( : I-NP O
wl NN I-NP O
, , O O
W2 NNP B-NP O
, , O O
. . B-NP O
. . O O
. . O O
Wn NNP B-NP O
) NNP I-NP O
-- : O O
-= : B-NP O
H~=lPr JJ I-NP O
( NN I-NP O
wilwl NN I-NP O
, , O O
. . B-NP O
. . B-VP O
. . I-VP O
wi-1 -NONE- I-VP O
) : I-VP O
= : I-VP O
H~=lPr JJ B-NP O
( NN I-NP O
wilhi NN I-NP O
) : O O
where WRB O O
hi NN O B-TERM
is VBZ B-VP O
the DT O B-DEF
relevant JJ O I-DEF
history NN O I-DEF
when WRB O I-DEF
predicting VBG O I-DEF
wi NN O I-DEF
, , O O
and CC O O
s NNS O B-TERM
is VBZ B-VP O
any DT O B-DEF
sequence NN O I-DEF
of IN B-PP I-DEF
tokens NNS O I-DEF
, , O I-DEF
words NNS O I-DEF
, , O I-DEF
part-of-speech JJ O I-DEF
( NN O I-DEF
pos NNS O I-DEF
) : O I-DEF
tags NNS O I-DEF
or CC O I-DEF
other JJ O I-DEF
terms NNS O I-DEF
. . O O

Extrapositions NNS B-NP B-TERM
are VBP B-VP O
the DT B-NP B-DEF
linguistic JJ I-NP I-DEF
means NNS I-NP I-DEF
in IN B-PP I-DEF
German NNP B-NP I-DEF
to TO B-PP I-DEF
separate VB B-NP I-DEF
sense NN I-NP I-DEF
units NNS I-NP I-DEF
. . O O

Suppose NNP B-VP O
Pi~-Po NNP B-NP O
, , I-NP O
Ei NNP I-NP B-TERM
( NNP I-NP I-TERM
~-Po NNP I-NP I-TERM
) NNP I-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
set NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
edges NNS I-NP I-DEF
between IN B-PP I-DEF
points NNS B-NP I-DEF
in IN B-PP I-DEF
P1 NNP B-NP I-DEF
, , O O
Ri NNP B-NP B-TERM
( NNP B-VP I-TERM
~ NNP B-NP I-TERM
( NNP I-NP I-TERM
PlX NNP I-NP I-TERM
El NNP I-NP I-TERM
) NNP I-NP I-TERM
) NNP O I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
set NN I-NP I-DEF
of IN B-PP I-DEF
relations NNS B-NP I-DEF
between IN B-PP I-DEF
points NNS O I-DEF
in IN B-PP I-DEF
PI NNP O I-DEF
and CC O I-DEF
edges NNS O I-DEF
in IN B-PP I-DEF
Et NNP O I-DEF
s NNS B-VP I-DEF
, , O O
then RB O O
: : O O
s NNS O O
Here RB O O
, , O O
Edges NNP O O
are VBP B-VP O
also RB O O
points NNS O O
. . O O

The DT B-NP O
c NN I-NP B-TERM
transition NN I-NP I-TERM
from IN B-PP O
state NN B-NP O
4 CD I-NP O
to TO I-NP O
state NN I-NP O
6 CD I-NP O
is VBZ B-VP O
a DT B-NP B-DEF
backff NN I-NP O
transition NN I-NP O
to TO B-PP O
a DT B-NP O
lower JJR I-NP O
order NN I-NP O
n-gram NN I-NP O
probability NN I-NP O
. . O O

In IN B-PP O
parallel NN B-NP O
, , O O
we PRP B-NP O
chose VBD B-VP O
three CD B-NP O
types NNS I-NP O
of IN B-PP O
medical JJ B-NP O
texts NNS I-NP O
to TO B-VP O
make VB I-VP O
up RP O O
the DT B-NP O
medical JJ I-NP B-TERM
corpus NN I-NP I-TERM
: : O O
it PRP B-NP B-DEF
represents VBZ B-VP I-DEF
16024 CD B-NP I-DEF
tokens NNS I-NP I-DEF
, , O I-DEF
with IN B-PP I-DEF
3 CD B-NP I-DEF
equal JJ I-NP I-DEF
thirds NNS I-NP I-DEF
: : O I-DEF
discharge NN B-NP I-DEF
summaries NNS I-NP I-DEF
, , O I-DEF
surgical JJ O I-DEF
reports NNS O I-DEF
, , O I-DEF
and CC O I-DEF
laboratory NN O I-DEF
or CC O I-DEF
test NN O I-DEF
results NNS O I-DEF
( : B-VP I-DEF
in IN B-PP I-DEF
this DT O I-DEF
case NN O I-DEF
, , O I-DEF
tables NNS O I-DEF
were VBD B-VP I-DEF
removed VBN I-VP I-DEF
) -NONE- O I-DEF
. . O O

36 CD B-NP O
MDL NNP I-NP B-TERM
( NNP I-NP O
Minimum NNP I-NP B-TERM
Description NNP I-NP I-TERM
Length NNP I-NP I-TERM
) NNP I-NP O
principle NN I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
model NN I-NP I-DEF
selection NN I-NP I-DEF
criterion NN I-NP I-DEF
which WDT I-NP I-DEF
asserts NNS B-VP I-DEF
that WDT B-NP I-DEF
, , O I-DEF
for IN B-PP I-DEF
a DT B-NP I-DEF
given VBN I-NP I-DEF
data NNS I-NP I-DEF
sequence NN I-NP I-DEF
, , O I-DEF
the DT O I-DEF
lower JJR O I-DEF
a DT B-NP I-DEF
model NN I-NP I-DEF
' '' I-NP I-DEF
s NNS I-NP I-DEF
SC NNP I-NP I-DEF
value NN I-NP I-DEF
, , O I-DEF
the DT B-NP I-DEF
greater JJR I-NP I-DEF
its PRP$ I-NP I-DEF
likelihood NN I-NP I-DEF
of IN B-PP I-DEF
being VBG B-VP I-DEF
a DT O I-DEF
model NN O I-DEF
which WDT O I-DEF
would MD B-VP I-DEF
have VB I-VP I-DEF
actually RB I-VP I-DEF
generated VBN I-VP I-DEF
the DT O I-DEF
data NNS O I-DEF
. . O O

Inference NN B-NP O
to TO B-PP O
the DT B-NP O
best JJS I-NP O
explanation NN I-NP O
The DT I-NP O
assertion NN I-NP O
of IN B-PP O
the DT B-NP O
goal NN I-NP O
G NNP I-NP O
supports NNS B-VP O
a DT B-NP O
proposition NN I-NP O
Q NNP I-NP O
which WDT I-NP O
is VBZ B-VP O
firmly RB I-VP O
believed VBN I-VP O
( -NONE- B-NP O
i.e. NNP I-NP O
, , O O
P NNP B-NP O
( NNP I-NP O
Q NNP I-NP O
) NNP I-NP O
= NNP O O
High NNP O O
, , O O
where WRB O O
Q NNP O B-TERM
is VBZ B-VP O
a DT O B-DEF
premise NN O I-DEF
or CC O I-DEF
inferred VBN B-VP I-DEF
from IN B-PP I-DEF
premises NNS O I-DEF
) : O O
, , O O
but CC O O
which WDT O O
would MD B-VP O
be VB I-VP O
unexplained VBN O O
( -NONE- B-PP O
improbable JJ O O
) NN O O
without IN B-PP O
supposing NN B-VP O
the DT O O
truth NN O O
of IN B-PP O
the DT O O
goal NN O O
. . O O

Dbest NNP B-NP O
= : I-NP O
argmax NN I-NP O
P NNP I-NP O
( NNP I-NP O
D NNP I-NP O
[ NNP B-VP O
B NNP B-NP O
) NNP I-NP O
D NNP I-NP O
If NNP O O
we PRP B-NP O
assume VBP B-VP O
that IN O O
the DT B-NP O
dependency NN I-NP O
probabilities NNS I-NP O
are VBP B-VP O
mutually RB O O
independent JJ O O
, , O O
P NNP B-NP O
( NNP I-NP O
DIB NNP I-NP O
) NNP I-NP O
could MD B-VP O
be VB I-VP O
rewritten VBN I-VP O
as IN B-PP O
: : O O
rn-1 -NONE- B-NP O
P NNP I-NP O
( NNP I-NP O
DIB NNP I-NP O
) NNP I-NP O
= NNP O O
~I NNP B-NP O
P NNP I-NP O
( NNP I-NP O
Dep NNP I-NP O
( NNP I-NP O
i PRP I-NP O
) VBP I-NP O
=j JJ I-NP O
Ifit NNP I-NP O
) NNP I-NP O
i=1 NNP B-PP O
fit NN B-NP O
= : B-VP O
{ : O O
fl NN O O
, , O O
. . O O
. . B-VP O
. . I-VP O
, , O O
fn NN B-PP O
} : O O
e NN O O
R NNP O O
n NN O O
. . O O
P NNP O B-TERM
( NNP O I-TERM
Dep NNP O I-TERM
( NNP O I-TERM
i PRP O I-TERM
) VBP B-VP I-TERM
= : O I-TERM
J NNP O I-TERM
If0 NNP O I-TERM
) NNP O I-TERM
represents VBZ B-VP O
the DT O B-DEF
probability NN O I-DEF
that IN B-PP I-DEF
bi NN O I-DEF
depends NNS B-VP I-DEF
on IN B-PP I-DEF
( NNP O I-DEF
modifies NNS O I-DEF
) : O I-DEF
b NN O I-DEF
t NN O I-DEF
. . O O
fit NN O B-TERM
is VBZ O O
an DT O B-DEF
n NN O I-DEF
dimensional JJ O I-DEF
feature NN O I-DEF
vector NN O I-DEF
that WDT O I-DEF
represents VBZ O I-DEF
various JJ O I-DEF
kinds NNS O I-DEF
of IN B-PP I-DEF
linguistic JJ O I-DEF
features NNS O I-DEF
related VBN O I-DEF
with IN B-PP I-DEF
the DT O I-DEF
chunks NNS O I-DEF
bi VBP O I-DEF
and CC O I-DEF
b NN O I-DEF
t NN O I-DEF
. . O O
We PRP O O
obtain VBP O O
Dbest NNP O O
taking VBG O O
into IN B-PP O
all DT O O
the DT O O
combination NN O O
of IN B-PP O
these DT O O
probabilities NNS O O
. . O O

SEMCAT NNP B-NP B-TERM
weights NNS I-NP I-TERM
are VBP B-VP O
calculated VBN I-VP B-DEF
based VBN I-VP I-DEF
on IN B-PP I-DEF
the DT B-NP I-DEF
following JJ I-NP I-DEF
equations NNS I-NP I-DEF
. . O O

A DT B-NP O
grammar NN I-NP O
defined VBN B-VP O
by IN B-PP O
means NNS B-NP O
of IN B-PP O
the DT B-NP O
grammatical JJ I-NP O
formalism NN I-NP O
SUG NNP I-NP B-TERM
( NNP I-NP O
Slot NNP I-NP B-DEF
Unification NNP I-NP I-DEF
Grammar NNP I-NP I-DEF
) NNP I-NP O
is VBZ B-VP O
used VBN I-VP O
as RB B-PP O
input VBN B-NP O
of IN B-PP O
SUPAR NNP B-NP O
. . O O

The DT B-NP O
Ontology NNP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
directed VBN I-NP I-DEF
acyelic JJ I-NP I-DEF
graph NN I-NP I-DEF
automatically RB B-VP I-DEF
derived VBN I-VP I-DEF
from IN B-PP I-DEF
the DT B-NP I-DEF
Grammar NNP I-NP I-DEF
in IN B-PP I-DEF
which WDT B-NP I-DEF
the DT I-NP I-DEF
nodes VBZ I-NP I-DEF
correspond NN I-NP I-DEF
to TO B-PP I-DEF
grammar VB B-NP I-DEF
nonterminals NNS I-NP I-DEF
( : B-PP I-DEF
NTs NNS B-NP I-DEF
) VBP I-NP I-DEF
and CC O I-DEF
the DT B-NP I-DEF
arcs NNS I-NP I-DEF
record NN I-NP I-DEF
immediate NN I-NP I-DEF
dominance NN I-NP I-DEF
relation NN I-NP I-DEF
, , O O
i.e. NNP B-NP O
, , O O
the DT O O
presence NN O O
of IN B-PP O
, , O O
say VBP B-VP O
, , O O
NTi NNP O O
in IN B-PP O
a DT O O
right-hand JJ O B-TERM
side NN O I-TERM
( : O O
RHS NNP O B-TERM
) : O O
alternative JJ O O
of IN B-PP O
NTj NNP O O
will MD B-VP O
result VB I-VP O
in IN B-PP O
an DT O O
arc NN O O
from IN B-PP O
NTi NNP O O
to TO O O
NTj NNP O O
. . O O

LT NNP B-NP O
TTT NNP I-NP O
: : O O
the DT B-NP O
last JJ I-NP O
tool NN I-NP O
tried VBD B-VP O
, , O O
LT NNP B-NP B-TERM
TTT NNP I-NP I-TERM
( NNP I-NP O
Grover NNP I-NP O
et NN I-NP O
al. NNP O O
, , O O
1999 CD B-NP O
) : I-NP O
, , O O
is VBZ B-VP O
a DT B-NP B-DEF
text NN I-NP I-DEF
tokenisation NN I-NP I-DEF
system NN I-NP I-DEF
and CC I-NP I-DEF
toolset NN I-NP I-DEF
. . O O

To TO B-VP O
compute VB I-VP O
these DT B-NP O
feature NN I-NP O
values NNS I-NP O
for IN B-PP O
a DT B-NP O
sentence NN I-NP O
, , O O
we PRP B-NP O
used VBD B-VP O
the DT B-NP O
Remedia NNP I-NP B-TERM
corpus VBZ I-NP I-TERM
provided VBN B-VP O
by IN B-PP O
MITRE NNP B-NP O
which WDT I-NP O
has VBZ B-VP O
been VBN I-VP O
hand-tagged JJ O B-DEF
with IN B-PP I-DEF
named JJ B-NP I-DEF
entities NNS I-NP I-DEF
. . O O

ttpj NN B-NP O
= `` B-VP O
ttpn NN B-NP O
{ : I-NP O
/ : I-NP O
( : I-NP O
t NN I-NP O
, , O O
pj NN B-NP O
) : I-NP O
ift NN I-NP O
, , O O
pj NN B-NP O
is VBZ B-VP O
atoplc NN B-PP O
of IN I-PP O
Stp NNP B-NP O
0 -NONE- I-NP O
otherwise VBP I-NP O
f NN I-NP O
( : I-NP O
w NN I-NP O
) : I-NP O
denotes NNS B-VP O
term NN B-NP O
frequency NN I-NP O
of IN B-PP O
word NN B-NP O
w. NNP B-VP O
term NN B-NP O
vectors NNS I-NP O
35 CD O O
Let NNP B-VP O
$ $ B-NP O
1 CD I-NP O
, , O O
- : O O
, , O O
S NNP O O
, , O O
, , O O
, , O O
be VB B-VP O
all PDT O O
the DT O O
other JJ O O
training NN O O
documents NNS O O
( : O O
where WRB O O
m NN O B-TERM
is VBZ B-VP O
the DT O B-DEF
number NN O I-DEF
of IN B-PP I-DEF
training NN O I-DEF
documents NNS O I-DEF
which WDT O I-DEF
does VBZ B-VP I-DEF
not RB I-VP I-DEF
belong VB I-VP I-DEF
to TO B-PP I-DEF
the DT O I-DEF
target NN O I-DEF
event NN O I-DEF
) : O O
and CC O O
Sx NNP O B-TERM
be VB B-VP O
a DT O B-DEF
test NN O I-DEF
document NN O I-DEF
which WDT O I-DEF
should MD O I-DEF
be VB O I-DEF
classified VBN O I-DEF
as IN B-PP I-DEF
to TO I-PP I-DEF
whether IN O I-DEF
or CC O I-DEF
not RB O I-DEF
it PRP O I-DEF
discusses VBZ O I-DEF
the DT O I-DEF
target NN O I-DEF
event NN O I-DEF
. . O O

Cluster-based JJ B-NP B-TERM
sentence NN I-NP I-TERM
utility NN I-NP I-TERM
( : I-NP O
CBSU NNP I-NP B-TERM
, , I-NP O
or CC I-NP O
utility NN I-NP O
) : I-NP O
refers NNS B-VP O
to TO B-PP O
the DT B-NP B-DEF
degree NN I-NP I-DEF
of IN B-PP I-DEF
relevance NN B-NP I-DEF
( : I-NP I-DEF
from IN B-PP I-DEF
0 -NONE- B-NP I-DEF
to TO I-NP I-DEF
10 CD I-NP I-DEF
) CD I-NP I-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
`` `` I-NP I-DEF
particular JJ I-NP I-DEF
sentence NN I-NP I-DEF
to TO B-PP I-DEF
the DT B-NP I-DEF
general JJ I-NP I-DEF
topic NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
entire JJ I-NP I-DEF
cluster NN I-NP I-DEF
( : I-NP O
for IN B-PP O
a DT B-NP O
dis NN I-NP O
cussion NN I-NP O
of IN B-PP O
what WP B-NP O
is VBZ B-VP O
a DT O O
topic JJ O O
, , O O
see VBP B-VP O
[ : B-PP O
Allan NNP O O
et NN O O
al NN O O
. . O O

In IN B-PP O
the DT B-NP O
SNo NNP I-NP O
W NNP I-NP O
architecture NN I-NP O
there RB I-NP O
is VBZ B-VP O
a DT B-NP O
winnow NN I-NP B-TERM
node NN I-NP I-TERM
for IN B-PP O
each DT B-NP O
class NN I-NP O
, , O O
which WDT B-NP O
learns NNS B-VP B-DEF
to TO I-VP I-DEF
separate VB I-VP I-DEF
that IN B-NP I-DEF
class NN I-NP I-DEF
from IN B-PP I-DEF
all DT B-NP I-DEF
the DT I-NP I-DEF
rest NN I-NP I-DEF
. . O O

In IN B-PP O
the DT B-NP O
calculation NN I-NP O
of IN B-PP O
the DT B-NP O
data NNS I-NP O
description NN I-NP O
length NN I-NP O
in IN B-PP O
equation NN B-NP O
( : I-NP O
6 CD I-NP O
) CD I-NP O
, , O O
each DT B-NP O
word NN I-NP O
in IN B-PP O
a DT B-NP O
cluster NN I-NP O
, , O O
observed VBN B-VP O
or CC O O
unobserved VBN B-NP O
, , O O
is VBZ B-VP O
assigned VBN I-VP O
an DT B-NP O
estimated VBN I-NP B-TERM
probability NN I-NP I-TERM
, , O O
which WDT B-NP O
is VBZ B-VP O
a DT B-NP B-DEF
uniform NN I-NP I-DEF
fraction NN I-NP I-DEF
of IN B-PP I-DEF
the DT O I-DEF
probability NN O I-DEF
of IN B-PP I-DEF
the DT O I-DEF
cluster NN O I-DEF
. . O O

For IN B-PP O
example NN B-NP O
, , O O
the DT B-NP O
Mutual NNP I-NP B-TERM
Information NNP I-NP I-TERM
measures VBZ I-NP B-DEF
the DT I-NP I-DEF
strength NN I-NP I-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
correlation NN I-NP I-DEF
between IN B-PP I-DEF
co-occurring JJ B-NP I-DEF
arguments NNS I-NP I-DEF
, , O O
and CC O O
the DT B-NP O
Plausibility NNP I-NP B-TERM
( NNP I-NP O
Cucchiarelli NNP I-NP O
, , I-NP O
Luzi NNP I-NP O
and CC I-NP O
Velardi NNP I-NP O
( NNP I-NP O
1998 CD O O
) CD O O
) CD O O
assigns NNS B-VP B-DEF
a DT B-NP I-DEF
weight NN I-NP I-DEF
to TO B-PP I-DEF
a DT B-NP I-DEF
feature NN I-NP I-DEF
vector NN I-NP I-DEF
, , O I-DEF
depending VBG B-VP I-DEF
upon IN B-PP I-DEF
the DT B-NP I-DEF
degree NN I-NP I-DEF
of IN B-PP I-DEF
ambiguity NN O I-DEF
of IN B-PP I-DEF
its PRP$ O I-DEF
arguments NNS O I-DEF
and CC O I-DEF
the DT O I-DEF
frequency NN O I-DEF
of IN B-PP I-DEF
its PRP$ O I-DEF
observations NNS O I-DEF
in IN B-PP I-DEF
a DT O I-DEF
corpus NN O I-DEF
. . O O

' POS B-NP O
* -NONE- I-NP B-TERM
' '' I-NP O
denotes NNS I-NP O
significantly RB O B-DEF
better RBR B-NP I-DEF
accuracy NN I-NP I-DEF
of IN B-PP I-DEF
RBM NNP B-NP I-DEF
or CC I-NP I-DEF
RIPPER NNP I-NP I-DEF
over IN B-PP I-DEF
IBi-IG JJ B-NP I-DEF
with IN B-PP I-DEF
p NN B-NP I-DEF
0.05 CD I-NP I-DEF
. . O O

The DT B-NP O
data NNS I-NP B-TERM
consists VBZ B-VP B-DEF
of IN B-PP I-DEF
fourtuples NNS B-NP I-DEF
of IN B-PP I-DEF
words NNS B-NP I-DEF
, , O I-DEF
extracted VBD B-VP I-DEF
from IN B-PP I-DEF
the DT B-NP I-DEF
Wall NNP I-NP I-DEF
Street NNP I-NP I-DEF
Journal NNP I-NP I-DEF
Treebank NNP I-NP I-DEF
. . O O

The DT B-NP O
core NN I-NP B-TERM
of IN B-PP I-TERM
TRANSTYPE NNP B-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
completion NN I-NP I-DEF
engine NN I-NP I-DEF
which WDT I-NP I-DEF
comprises NNS B-VP I-DEF
two CD B-NP I-DEF
main JJ I-NP I-DEF
parts NNS I-NP I-DEF
: : O I-DEF
an DT B-NP I-DEF
evaluator NN I-NP I-DEF
which WDT I-NP I-DEF
assigns NNS B-VP I-DEF
probabilistic VBP B-NP I-DEF
scores NNS I-NP I-DEF
to TO B-PP I-DEF
completion NN B-NP I-DEF
. . O O

Adaptive JJ B-NP B-TERM
Resonance NN I-NP I-TERM
Associative NNP I-NP I-TERM
Map NNP I-NP I-TERM
( NNP I-NP O
ARAM NNP I-NP B-TERM
) NNP I-NP O
is VBZ B-VP O
a DT B-NP B-DEF
class NN I-NP I-DEF
of IN B-PP I-DEF
predictive JJ B-NP I-DEF
serforganizing NN I-NP I-DEF
neural JJ I-NP I-DEF
networks NNS I-NP I-DEF
that WDT I-NP I-DEF
performs VBZ B-VP I-DEF
incremental JJ B-NP I-DEF
supervised VBN I-NP I-DEF
learning NN I-NP I-DEF
of IN B-PP I-DEF
recognition NN B-NP I-DEF
categories NNS I-NP I-DEF
( : O I-DEF
pattern NN B-NP I-DEF
classes NNS I-NP I-DEF
) : O I-DEF
and CC O I-DEF
multidimensional JJ B-NP I-DEF
maps NNS I-NP I-DEF
of IN B-PP I-DEF
patterns NNS B-NP I-DEF
. . O O

The DT B-NP O
language NN I-NP B-TERM
model NN I-NP I-TERM
for IN B-PP I-TERM
speech NN B-NP I-TERM
recognition NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
network NN I-NP I-DEF
( : B-PP I-DEF
regular JJ B-NP I-DEF
) NN I-NP I-DEF
grammar NN I-NP I-DEF
, , O I-DEF
and CC O I-DEF
it PRP B-NP I-DEF
allows VBZ B-VP I-DEF
each DT B-NP I-DEF
speech NN I-NP I-DEF
interval NN I-NP I-DEF
to TO B-VP I-DEF
be VB I-VP I-DEF
an DT B-NP I-DEF
arbitrary JJ I-NP I-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
phrases NNS B-NP I-DEF
. . O O

Morphology NNP B-NP B-TERM
induction NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
subproblem NN I-NP I-DEF
of IN B-PP I-DEF
important JJ B-NP I-DEF
tasks NNS I-NP I-DEF
like IN B-PP I-DEF
automatic JJ B-NP I-DEF
learning NN I-NP I-DEF
of IN B-PP I-DEF
machine-readable JJ B-NP I-DEF
dictionaries NNS I-NP I-DEF
and CC O I-DEF
grammar NN B-NP I-DEF
induction NN I-NP I-DEF
. . O O

Chomsky NNP B-NP O
( : O O
1981 CD O O
) CD B-NP O
( CD I-NP O
and CC O O
elsewhere RB B-NP O
) : I-NP O
has VBZ B-VP O
proposed VBN I-VP O
that IN B-PP O
all DT B-NP B-DEF
natural JJ I-NP I-DEF
languages NNS I-NP I-DEF
share NN B-VP I-DEF
the DT B-NP I-DEF
same JJ I-NP I-DEF
innate NN I-NP I-DEF
universal NN I-NP I-DEF
principles NNS I-NP I-DEF
( : O O
Universal NNP B-NP B-TERM
Grammar NNP I-NP I-TERM
-UG NNP I-NP I-TERM
) NNP I-NP O
and CC O O
differ VBP B-VP O
only RB O O
with IN B-PP O
respect NN B-NP O
to TO B-PP O
the DT B-NP O
settings NNS I-NP O
of IN B-PP O
a DT B-NP O
finite JJ I-NP O
number NN I-NP O
of IN B-PP O
parameters NNS O O
. . O O

The DT B-NP O
implementation NN I-NP O
of IN B-PP O
